event_id,event_name,node,supporting_case_ids,audit_mechanism_label,asset_count,tickers,weak_mechanism,current_event_type,current_event_nodes,current_event_industries,same_event_type_fraction,max_event_type_token_similarity,mean_event_type_token_similarity,support_pairwise_event_type_jaccard,non_target_node_overlap_count,non_target_node_overlap,specific_node_overlap_count,specific_node_overlap,support_pairwise_non_target_node_jaccard,support_pairwise_specific_node_jaccard,industry_overlap_count,industry_overlap,support_pairwise_industry_jaccard,support_pairwise_asset_type_jaccard,shock_direction_available,shock_direction_agreement,support_pairwise_chain_token_jaccard,supporting_case_event_types,supporting_case_nodes,rule_1_event_type_and_node,rule_2_specific_node_or_industry,rule_3_support_context_similarity,rule_4_event_and_asset_context,rule_5_node_or_asset_context,rule_6_support_mechanism_overlap
eval_red_sea_shipping_disruption,eval_red_sea_shipping_disruption,defense,case_2023_south_china_sea_shipping_tensions;case_1987_1988_tanker_war_reflagging;case_2019_india_pakistan_airspace_closure,mixed,2,ITA;LMT,False,maritime_security_disruption,container_shipping;freight_routes;lng_shipping;logistics;marine_insurance;maritime_chokepoint;oil_shipping,container shipping;energy shipping;insurance;logistics,0.0,0.5,0.2619047619047619,0.14444444444444443,6,container_shipping;freight_routes;logistics;marine_insurance;maritime_chokepoint;oil_shipping,2,container_shipping;oil_shipping,0.36574074074074076,0.0,3,container shipping;energy shipping;logistics,0.25,0.21693121693121692,False,,0.14986473310537085,maritime military tension and shipping-route risk;maritime chokepoint security and oil shipping disruption;border military escalation and airspace disruption,aviation;container_shipping;defense;energy;freight_routes;logistics;manufacturing_inputs;marine_insurance;maritime_chokepoint;oil_shipping;trade_lanes,True,True,True,True,True,True
eval_red_sea_shipping_disruption,eval_red_sea_shipping_disruption,financial_sanctions,case_2023_arctic_lng_russian_energy_shipping_sanctions;case_2022_turkey_strait_tanker_insurance_backlog,weak_cooccurrence,2,EUFN;XLF,True,maritime_security_disruption,container_shipping;freight_routes;lng_shipping;logistics;marine_insurance;maritime_chokepoint;oil_shipping,container shipping;energy shipping;insurance;logistics,0.0,0.2857142857142857,0.20535714285714285,0.09090909090909091,6,freight_routes;lng_shipping;logistics;marine_insurance;maritime_chokepoint;oil_shipping,2,lng_shipping;oil_shipping,0.3333333333333333,0.5,1,logistics,0.25,0.1,False,,0.16666666666666666,energy shipping sanctions and Arctic LNG disruption risk;maritime insurance verification and tanker-route disruption,customs;energy;financial_sanctions;freight_routes;lng_shipping;logistics;marine_insurance;maritime_chokepoint;oil_shipping;payment_networks,True,True,True,True,True,False
eval_russia_europe_gas_disruption,eval_russia_europe_gas_disruption,aviation,case_2024_ukraine_drone_attacks_russian_refineries;case_middle_east_oil_supply_disruption,consistent,2,DAL;JETS,False,war_and_sanctions_energy_disruption,energy;lng_shipping;manufacturing_inputs;petrochemicals;refining,chemicals;natural gas;oil;power generation,0.0,0.4,0.2625,0.14285714285714285,3,energy;petrochemicals;refining,2,petrochemicals;refining,0.8,0.75,1,oil,1.0,0.5714285714285714,False,,0.2916666666666667,wartime refinery disruption and refined-product supply risk;energy infrastructure disruption,aviation;energy;oil_shipping;petrochemicals;pipeline_infrastructure;refining,True,True,True,True,True,True
eval_russia_europe_gas_disruption,eval_russia_europe_gas_disruption,customs,case_uranium_nuclear_fuel_supply_disruption;case_2022_russia_swift_financial_sanctions;case_2014_crimea_financial_sanctions,weak_cooccurrence,2,CHRW;DSGX,True,war_and_sanctions_energy_disruption,energy;lng_shipping;manufacturing_inputs;petrochemicals;refining,chemicals;natural gas;oil;power generation,0.0,0.2857142857142857,0.1369047619047619,0.08333333333333333,2,energy;manufacturing_inputs,0,,0.5047619047619047,0.0,0,,0.21693121693121692,0.037037037037037035,False,,0.15531173807035875,nuclear fuel supply-chain risk;financial sanctions and payment network disruption;financial sanctions and trade finance restriction,customs;energy;financial_sanctions;manufacturing_inputs;nuclear_fuel;payment_networks;trade_lanes;uranium,True,False,True,False,False,False
eval_russia_europe_gas_disruption,eval_russia_europe_gas_disruption,financial_sanctions,case_2023_arctic_lng_russian_energy_shipping_sanctions;case_2022_russia_swift_financial_sanctions;case_2019_venezuela_oil_sanctions;case_2014_crimea_financial_sanctions,mixed,2,EUFN;XLF,False,war_and_sanctions_energy_disruption,energy;lng_shipping;manufacturing_inputs;petrochemicals;refining,chemicals;natural gas;oil;power generation,0.0,0.42857142857142855,0.28125,0.1925925925925926,5,energy;lng_shipping;manufacturing_inputs;petrochemicals;refining,3,lng_shipping;petrochemicals;refining,0.3638227513227513,0.041666666666666664,1,oil,0.1917989417989418,0.1259259259259259,False,,0.13979726217629443,energy shipping sanctions and Arctic LNG disruption risk;financial sanctions and payment network disruption;oil sanctions and refinery feedstock disruption;financial sanctions and trade finance restriction,customs;energy;financial_sanctions;lng_shipping;manufacturing_inputs;marine_insurance;maritime_chokepoint;oil_shipping;payment_networks;petrochemicals;refining;trade_lanes,True,True,True,True,True,True
eval_russia_europe_gas_disruption,eval_russia_europe_gas_disruption,payment_networks,case_2023_arctic_lng_russian_energy_shipping_sanctions;case_2022_russia_swift_financial_sanctions;case_2019_venezuela_oil_sanctions;case_2014_crimea_financial_sanctions,mixed,2,MA;V,False,war_and_sanctions_energy_disruption,energy;lng_shipping;manufacturing_inputs;petrochemicals;refining,chemicals;natural gas;oil;power generation,0.0,0.42857142857142855,0.28125,0.1925925925925926,5,energy;lng_shipping;manufacturing_inputs;petrochemicals;refining,3,lng_shipping;petrochemicals;refining,0.3638227513227513,0.041666666666666664,1,oil,0.1917989417989418,0.1259259259259259,False,,0.13979726217629443,energy shipping sanctions and Arctic LNG disruption risk;financial sanctions and payment network disruption;oil sanctions and refinery feedstock disruption;financial sanctions and trade finance restriction,customs;energy;financial_sanctions;lng_shipping;manufacturing_inputs;marine_insurance;maritime_chokepoint;oil_shipping;payment_networks;petrochemicals;refining;trade_lanes,True,True,True,True,True,True
eval_semiconductor_export_controls,eval_semiconductor_export_controls,critical_minerals,case_2010_china_japan_rare_earth_embargo;case_china_gallium_germanium_graphite_controls,mixed,2,PICK;REMX,False,technology_export_controls,ai_chips;customs;data_centers;eda_software;foundry;semiconductor_equipment,chip equipment;electronics;semiconductors,0.0,0.4,0.25555555555555554,0.1,3,ai_chips;customs;semiconductor_equipment,2,ai_chips;semiconductor_equipment,0.25,0.0,2,electronics;semiconductors,0.1111111111111111,0.0,False,,0.18518518518518517,rare earth export restriction and electronics input disruption;critical minerals export controls,ai_chips;critical_minerals;customs;defense;gallium_germanium_graphite;manufacturing_inputs;rare_earths;semiconductor_equipment;trade_lanes,True,True,True,True,True,False
eval_semiconductor_export_controls,eval_semiconductor_export_controls,defense,case_2024_taiwan_strait_drills_semiconductor_supply;case_2010_china_japan_rare_earth_embargo;case_taiwan_strait_semiconductor_risk;case_2019_turkey_f35_s400_defense_restrictions,weak_cooccurrence,2,ITA;LMT,True,technology_export_controls,ai_chips;customs;data_centers;eda_software;foundry;semiconductor_equipment,chip equipment;electronics;semiconductors,0.0,0.1111111111111111,0.027777777777777776,0.05562770562770563,5,ai_chips;customs;data_centers;foundry;semiconductor_equipment,4,ai_chips;data_centers;foundry;semiconductor_equipment,0.2612433862433862,0.19444444444444445,2,electronics;semiconductors,0.27314814814814814,0.16865079365079363,False,,0.1382233443783314,taiwan strait semiconductor supply-chain disruption;rare earth export restriction and electronics input disruption;regional military tension and semiconductor supply risk;defense procurement restriction and aerospace supply-chain adjustment,aerospace_supply_chain;ai_chips;critical_minerals;customs;data_centers;defense;foundry;manufacturing_inputs;rare_earths;semiconductor_equipment;taiwan_semiconductor_supply;trade_lanes,False,True,True,False,True,True
eval_semiconductor_export_controls,eval_semiconductor_export_controls,trade_lanes,case_2010_china_japan_rare_earth_embargo;case_2019_turkey_f35_s400_defense_restrictions,weak_cooccurrence,2,DHL.DE;EXPD,True,technology_export_controls,ai_chips;customs;data_centers;eda_software;foundry;semiconductor_equipment,chip equipment;electronics;semiconductors,0.0,0.1111111111111111,0.05555555555555555,0.09090909090909091,2,customs;semiconductor_equipment,1,semiconductor_equipment,0.42857142857142855,0.0,1,electronics,0.25,0.1111111111111111,False,,0.18518518518518517,rare earth export restriction and electronics input disruption;defense procurement restriction and aerospace supply-chain adjustment,aerospace_supply_chain;critical_minerals;customs;defense;manufacturing_inputs;rare_earths;semiconductor_equipment;trade_lanes,False,True,True,False,True,False
eval_suez_canal_blockage,eval_suez_canal_blockage,customs,case_2022_turkey_strait_tanker_insurance_backlog;case_2019_cosco_shipping_sanctions_tanker_market,consistent,2,CHRW;DSGX,False,shipping_chokepoint_disruption,container_shipping;freight_routes;logistics;maritime_chokepoint;ports,container shipping;logistics;manufacturing;retail,0.0,0.2857142857142857,0.20535714285714285,0.2,3,freight_routes;logistics;maritime_chokepoint,0,,0.5,1.0,1,logistics,0.6666666666666666,0.42857142857142855,False,,0.18518518518518517,maritime insurance verification and tanker-route disruption;shipping sanctions and marine insurance compliance disruption,customs;financial_sanctions;freight_routes;logistics;marine_insurance;maritime_chokepoint;oil_shipping;payment_networks;trade_lanes,True,True,True,True,True,True
eval_suez_canal_blockage,eval_suez_canal_blockage,energy,case_2021_suez_blockage;case_2023_arctic_lng_russian_energy_shipping_sanctions,consistent,2,XLE;XOM,False,shipping_chokepoint_disruption,container_shipping;freight_routes;logistics;maritime_chokepoint;ports,container shipping;logistics;manufacturing;retail,0.0,1.0,0.6428571428571428,0.2857142857142857,5,container_shipping;freight_routes;logistics;maritime_chokepoint;ports,2,container_shipping;ports,0.1,0.0,4,container shipping;logistics;manufacturing;retail,0.1111111111111111,0.0,False,,0.10344827586206896,shipping chokepoint disruption;energy shipping sanctions and Arctic LNG disruption risk,container_shipping;energy;financial_sanctions;freight_routes;lng_shipping;logistics;marine_insurance;maritime_chokepoint;oil_shipping;payment_networks;ports,True,True,False,True,True,True
eval_suez_canal_blockage,eval_suez_canal_blockage,financial_sanctions,case_2022_turkey_strait_tanker_insurance_backlog;case_2023_arctic_lng_russian_energy_shipping_sanctions;case_2019_cosco_shipping_sanctions_tanker_market,consistent,2,EUFN;XLF,False,shipping_chokepoint_disruption,container_shipping;freight_routes;logistics;maritime_chokepoint;ports,container shipping;logistics;manufacturing;retail,0.0,0.2857142857142857,0.23214285714285712,0.2080808080808081,3,freight_routes;logistics;maritime_chokepoint,0,,0.3888888888888889,0.6666666666666666,1,logistics,0.3888888888888889,0.25026455026455025,False,,0.1728395061728395,maritime insurance verification and tanker-route disruption;energy shipping sanctions and Arctic LNG disruption risk;shipping sanctions and marine insurance compliance disruption,customs;energy;financial_sanctions;freight_routes;lng_shipping;logistics;marine_insurance;maritime_chokepoint;oil_shipping;payment_networks;trade_lanes,True,True,True,True,True,True
eval_suez_canal_blockage,eval_suez_canal_blockage,payment_networks,case_2023_arctic_lng_russian_energy_shipping_sanctions;case_2019_cosco_shipping_sanctions_tanker_market,consistent,2,MA;V,False,shipping_chokepoint_disruption,container_shipping;freight_routes;logistics;maritime_chokepoint;ports,container shipping;logistics;manufacturing;retail,0.0,0.2857142857142857,0.2857142857142857,0.3333333333333333,2,logistics;maritime_chokepoint,0,,0.3333333333333333,0.5,1,logistics,0.25,0.2222222222222222,False,,0.16666666666666666,energy shipping sanctions and Arctic LNG disruption risk;shipping sanctions and marine insurance compliance disruption,customs;energy;financial_sanctions;lng_shipping;logistics;marine_insurance;maritime_chokepoint;oil_shipping;payment_networks;trade_lanes,True,True,True,True,True,True
eval_taiwan_strait_semiconductor_risk,eval_taiwan_strait_semiconductor_risk,customs,case_2023_japan_chip_equipment_export_controls;case_2020_smic_entity_list_semiconductor_controls;case_2019_huawei_entity_list;case_2010_china_japan_rare_earth_embargo,weak_cooccurrence,2,CHRW;DSGX,True,taiwan_strait_semiconductor_risk,ai_chips;data_centers;defense;foundry;manufacturing_inputs;semiconductor_equipment,ai chips;data centers;defense;electronics;semiconductors,0.0,0.125,0.059027777777777776,0.07670940170940171,6,ai_chips;data_centers;defense;foundry;manufacturing_inputs;semiconductor_equipment,4,ai_chips;data_centers;foundry;semiconductor_equipment,0.38888888888888884,0.3,5,ai chips;data centers;defense;electronics;semiconductors,0.1455026455026455,0.10846560846560846,False,,0.10208971695438139,semiconductor equipment export control and customs licensing risk;semiconductor entity-list export control and foundry access risk;technology sanctions and trade restrictions;rare earth export restriction and electronics input disruption,ai_chips;critical_minerals;customs;data_centers;defense;eda_software;foundry;manufacturing_inputs;rare_earths;semiconductor_equipment;trade_lanes,False,True,True,False,True,False
eval_uranium_nuclear_fuel_disruption,eval_uranium_nuclear_fuel_disruption,logistics,case_2023_niger_coup_uranium_supply_risk;case_2023_red_sea_attacks,weak_cooccurrence,2,JBHT;KNIN.SW,True,uranium_supply_chain_risk,customs;energy;manufacturing_inputs;nuclear_fuel;trade_lanes;uranium,energy;nuclear fuel;uranium mining;utilities,0.0,0.5,0.25,0.0,5,customs;energy;nuclear_fuel;trade_lanes;uranium,2,nuclear_fuel;uranium,0.0,0.0,4,energy;nuclear fuel;uranium mining;utilities,0.1111111111111111,0.0,False,,0.03333333333333333,coup and uranium supply-chain risk;maritime security disruption,container_shipping;customs;energy;freight_routes;lng_shipping;logistics;marine_insurance;maritime_chokepoint;nuclear_fuel;oil_shipping;trade_lanes;uranium,True,True,False,True,True,False
eval_uranium_nuclear_fuel_disruption,eval_uranium_nuclear_fuel_disruption,marine_insurance,case_2023_arctic_lng_russian_energy_shipping_sanctions;case_israel_iran_escalation_energy_risk;case_2023_red_sea_attacks;case_hormuz_tanker_tensions,weak_cooccurrence,2,CB;TRV,True,uranium_supply_chain_risk,customs;energy;manufacturing_inputs;nuclear_fuel;trade_lanes;uranium,energy;nuclear fuel;uranium mining;utilities,0.0,0.0,0.0,0.14722222222222223,1,energy,0,,0.49107142857142855,0.6666666666666666,1,energy,0.25,0.21753246753246755,False,,0.11253858024691357,energy shipping sanctions and Arctic LNG disruption risk;regional military escalation and energy chokepoint risk;maritime security disruption;energy chokepoint security risk,container_shipping;defense;energy;financial_sanctions;freight_routes;lng_shipping;logistics;marine_insurance;maritime_chokepoint;oil_shipping;payment_networks;refining,False,True,True,False,True,True
eval_uranium_nuclear_fuel_disruption,eval_uranium_nuclear_fuel_disruption,maritime_chokepoint,case_2023_arctic_lng_russian_energy_shipping_sanctions;case_israel_iran_escalation_energy_risk;case_2023_red_sea_attacks;case_hormuz_tanker_tensions,weak_cooccurrence,2,BOAT;MATX,True,uranium_supply_chain_risk,customs;energy;manufacturing_inputs;nuclear_fuel;trade_lanes;uranium,energy;nuclear fuel;uranium mining;utilities,0.0,0.0,0.0,0.14722222222222223,1,energy,0,,0.49107142857142855,0.6666666666666666,1,energy,0.25,0.21753246753246755,False,,0.11253858024691357,energy shipping sanctions and Arctic LNG disruption risk;regional military escalation and energy chokepoint risk;maritime security disruption;energy chokepoint security risk,container_shipping;defense;energy;financial_sanctions;freight_routes;lng_shipping;logistics;marine_insurance;maritime_chokepoint;oil_shipping;payment_networks;refining,False,True,True,False,True,True
eval_us_china_tariffs,eval_us_china_tariffs,food_export_controls,case_2008_rice_export_restrictions_food_security;case_2022_india_wheat_export_ban,consistent,2,DBA;WEAT,False,trade_policy_and_tariffs,agriculture;customs;logistics;manufacturing_inputs;trade_lanes,agriculture;consumer goods;electronics;logistics;manufacturing,0.0,0.125,0.125,0.3333333333333333,4,agriculture;customs;logistics;trade_lanes,0,,1.0,1.0,2,agriculture;logistics,0.6666666666666666,0.42857142857142855,False,,0.14814814814814814,food export controls and agricultural trade disruption;food export ban and grain trade restriction,agriculture;customs;food_export_controls;grain_exports;logistics;trade_lanes,False,True,True,False,True,True
eval_us_china_tariffs,eval_us_china_tariffs,grain_exports,case_2008_rice_export_restrictions_food_security;case_2022_india_wheat_export_ban,consistent,1,BG,False,trade_policy_and_tariffs,agriculture;customs;logistics;manufacturing_inputs;trade_lanes,agriculture;consumer goods;electronics;logistics;manufacturing,0.0,0.125,0.125,0.3333333333333333,4,agriculture;customs;logistics;trade_lanes,0,,1.0,1.0,2,agriculture;logistics,0.6666666666666666,0.42857142857142855,False,,0.14814814814814814,food export controls and agricultural trade disruption;food export ban and grain trade restriction,agriculture;customs;food_export_controls;grain_exports;logistics;trade_lanes,False,True,True,False,True,True
hard_cyber_infrastructure_indirect,hard_cyber_infrastructure_indirect,marine_insurance,case_2023_red_sea_attacks;case_2022_turkey_strait_tanker_insurance_backlog,consistent,2,CB;TRV,False,cyber_infrastructure_disruption,cyber_infrastructure;energy;freight_routes;logistics;pipeline_infrastructure;ports,cybersecurity;energy infrastructure;logistics;ports;transportation,0.0,0.2,0.1625,0.2857142857142857,2,freight_routes;logistics,0,,0.5,0.3333333333333333,1,logistics,0.1111111111111111,0.1111111111111111,False,,0.03225806451612903,maritime security disruption;maritime insurance verification and tanker-route disruption,container_shipping;customs;financial_sanctions;freight_routes;lng_shipping;logistics;marine_insurance;maritime_chokepoint;oil_shipping,True,True,True,True,True,True
hard_cyber_infrastructure_indirect,hard_cyber_infrastructure_indirect,maritime_chokepoint,case_2023_red_sea_attacks;case_2021_suez_blockage;case_2022_turkey_strait_tanker_insurance_backlog,mixed,2,BOAT;MATX,False,cyber_infrastructure_disruption,cyber_infrastructure;energy;freight_routes;logistics;pipeline_infrastructure;ports,cybersecurity;energy infrastructure;logistics;ports;transportation,0.0,0.2,0.17500000000000002,0.20357142857142857,4,energy;freight_routes;logistics;ports,1,ports,0.36574074074074076,0.19444444444444445,1,logistics,0.2632275132275132,0.07407407407407407,False,,0.06408602150537634,maritime security disruption;shipping chokepoint disruption;maritime insurance verification and tanker-route disruption,container_shipping;customs;energy;financial_sanctions;freight_routes;lng_shipping;logistics;marine_insurance;maritime_chokepoint;oil_shipping;ports,True,True,False,True,True,True
hard_cyber_infrastructure_indirect,hard_cyber_infrastructure_indirect,trade_lanes,case_2023_dp_world_australia_cyber_port_disruption;case_2024_us_east_gulf_port_strike,consistent,2,DHL.DE;EXPD,False,cyber_infrastructure_disruption,cyber_infrastructure;energy;freight_routes;logistics;pipeline_infrastructure;ports,cybersecurity;energy infrastructure;logistics;ports;transportation,0.0,0.16666666666666666,0.15476190476190477,0.2857142857142857,4,cyber_infrastructure;freight_routes;logistics;ports,2,cyber_infrastructure;ports,0.6666666666666666,0.5,3,cybersecurity;logistics;ports,0.42857142857142855,0.6666666666666666,False,,0.07142857142857142,cyberattack on port logistics infrastructure;port labor and shipping logistics disruption,container_shipping;cyber_infrastructure;freight_routes;logistics;port_labor;ports;trade_lanes,False,True,True,False,True,True
hard_hormuz_ambiguous_energy_shipping,hard_hormuz_ambiguous_energy_shipping,aviation,case_middle_east_oil_supply_disruption;case_opec_production_cut_policy_shock;case_2022_abu_dhabi_oil_facility_attack,consistent,2,DAL;JETS,False,war_and_sanctions_energy_disruption,energy;lng_shipping;manufacturing_inputs;petrochemicals;refining,chemicals;natural gas;oil;power generation,0.0,0.4,0.26666666666666666,0.3333333333333333,3,energy;petrochemicals;refining,2,petrochemicals;refining,0.8666666666666667,1.0,1,oil,0.7777777777777778,0.6428571428571429,False,,0.20370370370370372,energy infrastructure disruption;oil supply policy shock;energy infrastructure disruption,aviation;defense;energy;oil_shipping;petrochemicals;refining,True,True,True,True,True,True
hard_hormuz_ambiguous_energy_shipping,hard_hormuz_ambiguous_energy_shipping,defense,case_israel_iran_escalation_energy_risk;case_2022_abu_dhabi_oil_facility_attack;case_1987_1988_tanker_war_reflagging,consistent,2,ITA;LMT,False,war_and_sanctions_energy_disruption,energy;lng_shipping;manufacturing_inputs;petrochemicals;refining,chemicals;natural gas;oil;power generation,0.0,0.4,0.21203703703703705,0.12261904761904761,4,energy;lng_shipping;petrochemicals;refining,3,lng_shipping;petrochemicals;refining,0.36574074074074076,0.3888888888888889,1,oil,0.12037037037037036,0.4166666666666667,False,,0.20616340181557571,regional military escalation and energy chokepoint risk;energy infrastructure disruption;maritime chokepoint security and oil shipping disruption,aviation;defense;energy;freight_routes;lng_shipping;logistics;marine_insurance;maritime_chokepoint;oil_shipping;petrochemicals;refining,True,True,True,True,True,True
hard_hormuz_ambiguous_energy_shipping,hard_hormuz_ambiguous_energy_shipping,financial_sanctions,case_2023_arctic_lng_russian_energy_shipping_sanctions;case_2022_turkey_strait_tanker_insurance_backlog,weak_cooccurrence,2,EUFN;XLF,True,war_and_sanctions_energy_disruption,energy;lng_shipping;manufacturing_inputs;petrochemicals;refining,chemicals;natural gas;oil;power generation,0.0,0.42857142857142855,0.2698412698412698,0.09090909090909091,2,energy;lng_shipping,1,lng_shipping,0.3333333333333333,0.5,0,,0.25,0.1,False,,0.16666666666666666,energy shipping sanctions and Arctic LNG disruption risk;maritime insurance verification and tanker-route disruption,customs;energy;financial_sanctions;freight_routes;lng_shipping;logistics;marine_insurance;maritime_chokepoint;oil_shipping;payment_networks,True,True,True,True,True,False
hard_hormuz_ambiguous_energy_shipping,hard_hormuz_ambiguous_energy_shipping,freight_routes,case_2023_red_sea_attacks;case_1987_1988_tanker_war_reflagging;case_2022_turkey_strait_tanker_insurance_backlog,consistent,2,FDX;UPS,False,war_and_sanctions_energy_disruption,energy;lng_shipping;manufacturing_inputs;petrochemicals;refining,chemicals;natural gas;oil;power generation,0.0,0.16666666666666666,0.12962962962962962,0.32857142857142857,2,energy;lng_shipping,1,lng_shipping,0.5,0.5555555555555556,0,,0.2962962962962963,0.21693121693121692,False,,0.08596636338571823,maritime security disruption;maritime chokepoint security and oil shipping disruption;maritime insurance verification and tanker-route disruption,container_shipping;customs;defense;energy;financial_sanctions;freight_routes;lng_shipping;logistics;marine_insurance;maritime_chokepoint;oil_shipping,False,True,True,False,True,True
hard_hormuz_ambiguous_energy_shipping,hard_hormuz_ambiguous_energy_shipping,logistics,case_2023_red_sea_attacks;case_1987_1988_tanker_war_reflagging;case_2022_turkey_strait_tanker_insurance_backlog,consistent,2,JBHT;KNIN.SW,False,war_and_sanctions_energy_disruption,energy;lng_shipping;manufacturing_inputs;petrochemicals;refining,chemicals;natural gas;oil;power generation,0.0,0.16666666666666666,0.12962962962962962,0.32857142857142857,2,energy;lng_shipping,1,lng_shipping,0.5,0.5555555555555556,0,,0.2962962962962963,0.21693121693121692,False,,0.08596636338571823,maritime security disruption;maritime chokepoint security and oil shipping disruption;maritime insurance verification and tanker-route disruption,container_shipping;customs;defense;energy;financial_sanctions;freight_routes;lng_shipping;logistics;marine_insurance;maritime_chokepoint;oil_shipping,False,True,True,False,True,True
hard_semiconductor_controls_paraphrased,hard_semiconductor_controls_paraphrased,critical_minerals,case_2021_xinjiang_forced_labor_import_restrictions;case_2010_china_japan_rare_earth_embargo;case_2024_ev_tariff_escalation_china,mixed,2,PICK;REMX,False,technology_export_controls,ai_chips;customs;data_centers;eda_software;foundry;semiconductor_equipment,chip equipment;electronics;semiconductors,0.0,0.125,0.0787037037037037,0.08585858585858586,1,customs,0,,0.5761904761904761,0.0,1,electronics,0.12037037037037036,0.037037037037037035,False,,0.14496735148909062,forced-labor import restriction and customs compliance risk;rare earth export restriction and electronics input disruption;tariff escalation and clean technology trade restriction,battery_materials;critical_minerals;customs;defense;logistics;manufacturing_inputs;rare_earths;trade_lanes,False,True,True,False,True,False
hard_semiconductor_controls_paraphrased,hard_semiconductor_controls_paraphrased,defense,case_2024_taiwan_strait_drills_semiconductor_supply;case_taiwan_strait_semiconductor_risk;case_2010_china_japan_rare_earth_embargo,consistent,2,ITA;LMT,False,technology_export_controls,ai_chips;customs;data_centers;eda_software;foundry;semiconductor_equipment,chip equipment;electronics;semiconductors,0.0,0.1111111111111111,0.037037037037037035,0.08095238095238096,5,ai_chips;customs;data_centers;foundry;semiconductor_equipment,4,ai_chips;data_centers;foundry;semiconductor_equipment,0.25925925925925924,0.26666666666666666,2,electronics;semiconductors,0.34259259259259256,0.2632275132275132,False,,0.2147182936949344,taiwan strait semiconductor supply-chain disruption;regional military tension and semiconductor supply risk;rare earth export restriction and electronics input disruption,ai_chips;critical_minerals;customs;data_centers;defense;foundry;manufacturing_inputs;rare_earths;semiconductor_equipment;taiwan_semiconductor_supply;trade_lanes,False,True,True,False,True,True
hard_semiconductor_controls_paraphrased,hard_semiconductor_controls_paraphrased,logistics,case_2021_xinjiang_forced_labor_import_restrictions;case_2024_ev_tariff_escalation_china,weak_cooccurrence,2,JBHT;KNIN.SW,True,technology_export_controls,ai_chips;customs;data_centers;eda_software;foundry;semiconductor_equipment,chip equipment;electronics;semiconductors,0.0,0.125,0.0625,0.09090909090909091,1,customs,0,,0.8,0.5,1,electronics,0.25,0.1111111111111111,False,,0.17391304347826086,forced-labor import restriction and customs compliance risk;tariff escalation and clean technology trade restriction,battery_materials;critical_minerals;customs;logistics;manufacturing_inputs;trade_lanes,False,True,True,False,True,False
hard_semiconductor_controls_paraphrased,hard_semiconductor_controls_paraphrased,trade_lanes,case_2021_xinjiang_forced_labor_import_restrictions;case_2010_china_japan_rare_earth_embargo;case_2024_ev_tariff_escalation_china,weak_cooccurrence,2,DHL.DE;EXPD,True,technology_export_controls,ai_chips;customs;data_centers;eda_software;foundry;semiconductor_equipment,chip equipment;electronics;semiconductors,0.0,0.125,0.0787037037037037,0.08585858585858586,1,customs,0,,0.5761904761904761,0.4444444444444444,1,electronics,0.12037037037037036,0.037037037037037035,False,,0.14496735148909062,forced-labor import restriction and customs compliance risk;rare earth export restriction and electronics input disruption;tariff escalation and clean technology trade restriction,battery_materials;critical_minerals;customs;defense;logistics;manufacturing_inputs;rare_earths;trade_lanes,False,True,True,False,True,False
hard_taiwan_semiconductor_indirect,hard_taiwan_semiconductor_indirect,aerospace_supply_chain,case_2019_turkey_f35_s400_defense_restrictions;case_2023_middle_east_defense_supply_escalation,consistent,2,AIR.PA;BA,False,technology_export_controls,ai_chips;customs;data_centers;eda_software;foundry;semiconductor_equipment,chip equipment;electronics;semiconductors,0.0,0.0,0.0,0.16666666666666666,3,ai_chips;customs;semiconductor_equipment,2,ai_chips;semiconductor_equipment,0.2857142857142857,0.0,1,electronics,0.42857142857142855,0.1111111111111111,False,,0.06666666666666667,defense procurement restriction and aerospace supply-chain adjustment;defense supply-chain escalation,aerospace_supply_chain;ai_chips;customs;cyber_infrastructure;defense;manufacturing_inputs;semiconductor_equipment;trade_lanes,False,True,True,False,True,True
hard_taiwan_semiconductor_indirect,hard_taiwan_semiconductor_indirect,trade_lanes,case_2019_turkey_f35_s400_defense_restrictions;case_2010_china_japan_rare_earth_embargo,weak_cooccurrence,2,DHL.DE;EXPD,True,technology_export_controls,ai_chips;customs;data_centers;eda_software;foundry;semiconductor_equipment,chip equipment;electronics;semiconductors,0.0,0.1111111111111111,0.05555555555555555,0.09090909090909091,2,customs;semiconductor_equipment,1,semiconductor_equipment,0.42857142857142855,0.0,1,electronics,0.25,0.1111111111111111,False,,0.18518518518518517,defense procurement restriction and aerospace supply-chain adjustment;rare earth export restriction and electronics input disruption,aerospace_supply_chain;critical_minerals;customs;defense;manufacturing_inputs;rare_earths;semiconductor_equipment;trade_lanes,False,True,True,False,True,False
v3_20240223_sovcomflot_sanctions,U.S. sanctions Sovcomflot and tankers tied to Russian oil shipping,aviation,case_2024_ukraine_drone_attacks_russian_refineries;case_middle_east_oil_supply_disruption,consistent,2,DAL;JETS,False,war_and_sanctions_energy_disruption,energy;lng_shipping;manufacturing_inputs;petrochemicals;refining,chemicals;natural gas;oil;power generation,0.0,0.4,0.2625,0.14285714285714285,3,energy;petrochemicals;refining,2,petrochemicals;refining,0.8,0.75,1,oil,1.0,0.5714285714285714,False,,0.2916666666666667,wartime refinery disruption and refined-product supply risk;energy infrastructure disruption,aviation;energy;oil_shipping;petrochemicals;pipeline_infrastructure;refining,True,True,True,True,True,True
