case_id,event_type,node,migration_status,existing_context,proposed_context,missing_fields,evidence_basis,confidence,notes
case_israel_iran_escalation_energy_risk,regional military escalation and energy chokepoint risk,lng_shipping,resolvable,{},"{""canonical_context"": ""energy_shipping_sanctions_route_constraint"", ""constraint_type"": ""route_disruption"", ""node"": ""lng_shipping"", ""shock_type"": ""military_escalation"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""regional_military_escalation""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_israel_iran_escalation_energy_risk,regional military escalation and energy chokepoint risk,marine_insurance,already_migrated,"{""canonical_context"": ""energy_shipping_insurance_constraint"", ""constraint_type"": ""insurance_constraint"", ""node"": ""marine_insurance"", ""shock_type"": ""military_escalation"", ""target_node_role"": ""financing_or_insurance_channel"", ""upstream_driver"": ""regional_energy_chokepoint_risk""}","{""canonical_context"": ""energy_shipping_insurance_constraint"", ""constraint_type"": ""insurance_constraint"", ""node"": ""marine_insurance"", ""shock_type"": ""military_escalation"", ""target_node_role"": ""financing_or_insurance_channel"", ""upstream_driver"": ""regional_energy_chokepoint_risk""}",,existing development-enriched node context,high,Preserved without modification.
case_israel_iran_escalation_energy_risk,regional military escalation and energy chokepoint risk,refining,resolvable,{},"{""canonical_context"": ""refining_feedstock_constraint"", ""constraint_type"": ""input_shortage"", ""node"": ""refining"", ""shock_type"": ""physical_disruption"", ""target_node_role"": ""downstream_exposure"", ""upstream_driver"": ""regional_military_escalation""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_cyberattack_pipeline_port_infrastructure,cyber infrastructure disruption,cyber_infrastructure,resolvable,{},"{""canonical_context"": ""logistics_cyber_capacity_constraint"", ""constraint_type"": ""capacity_reduction"", ""node"": ""cyber_infrastructure"", ""shock_type"": ""cyber_disruption"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""cyber_intrusion""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_cyberattack_pipeline_port_infrastructure,cyber infrastructure disruption,pipeline_infrastructure,resolvable,{},"{""canonical_context"": ""energy_distribution_cyber_capacity_constraint"", ""constraint_type"": ""capacity_reduction"", ""node"": ""pipeline_infrastructure"", ""shock_type"": ""cyber_disruption"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""cyber_intrusion""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_cyberattack_pipeline_port_infrastructure,cyber infrastructure disruption,ports,resolvable,{},"{""canonical_context"": ""port_cyber_capacity_constraint"", ""constraint_type"": ""capacity_reduction"", ""node"": ""ports"", ""shock_type"": ""cyber_disruption"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""cyber_intrusion""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_cyberattack_pipeline_port_infrastructure,cyber infrastructure disruption,energy,ambiguous,{},{},shock_type;constraint_type;upstream_driver;target_node_role;canonical_context,,low,Existing frozen vocabulary and raw case fields do not support a precise node-level context.
case_cyberattack_pipeline_port_infrastructure,cyber infrastructure disruption,logistics,resolvable,{},"{""canonical_context"": ""logistics_cyber_capacity_constraint"", ""constraint_type"": ""capacity_reduction"", ""node"": ""logistics"", ""shock_type"": ""cyber_disruption"", ""target_node_role"": ""transmission_channel"", ""upstream_driver"": ""cyber_intrusion""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_cyberattack_pipeline_port_infrastructure,cyber infrastructure disruption,freight_routes,resolvable,{},"{""canonical_context"": ""maritime_route_security_constraint"", ""constraint_type"": ""route_disruption"", ""node"": ""freight_routes"", ""shock_type"": ""military_escalation"", ""target_node_role"": ""transmission_channel"", ""upstream_driver"": ""cyber_intrusion""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_defense_spending_shock_after_escalation,defense spending policy shock,defense,resolvable,{},"{""canonical_context"": ""semiconductor_strategic_downstream_exposure"", ""constraint_type"": ""input_access_restriction"", ""node"": ""defense"", ""shock_type"": ""export_restriction"", ""target_node_role"": ""downstream_strategic_exposure"", ""upstream_driver"": ""military_escalation""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_defense_spending_shock_after_escalation,defense spending policy shock,manufacturing_inputs,vocabulary_gap_candidate,{},{},shock_type;constraint_type;upstream_driver;target_node_role;canonical_context,,medium,No frozen canonical_context precisely represents this node's mechanism.
case_defense_spending_shock_after_escalation,defense spending policy shock,semiconductor_equipment,resolvable,{},"{""canonical_context"": ""semiconductor_export_control_constraint"", ""constraint_type"": ""trade_access_restriction"", ""node"": ""semiconductor_equipment"", ""shock_type"": ""export_restriction"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""military_escalation""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_defense_spending_shock_after_escalation,defense spending policy shock,ai_chips,resolvable,{},"{""canonical_context"": ""semiconductor_export_control_constraint"", ""constraint_type"": ""trade_access_restriction"", ""node"": ""ai_chips"", ""shock_type"": ""export_restriction"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""military_escalation""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_defense_spending_shock_after_escalation,defense spending policy shock,cyber_infrastructure,resolvable,{},"{""canonical_context"": ""logistics_cyber_capacity_constraint"", ""constraint_type"": ""capacity_reduction"", ""node"": ""cyber_infrastructure"", ""shock_type"": ""cyber_disruption"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""military_escalation""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_uranium_nuclear_fuel_supply_disruption,nuclear fuel supply-chain risk,uranium,vocabulary_gap_candidate,{},{},shock_type;constraint_type;upstream_driver;target_node_role;canonical_context,,medium,No frozen canonical_context precisely represents this node's mechanism.
case_uranium_nuclear_fuel_supply_disruption,nuclear fuel supply-chain risk,nuclear_fuel,vocabulary_gap_candidate,{},{},shock_type;constraint_type;upstream_driver;target_node_role;canonical_context,,medium,No frozen canonical_context precisely represents this node's mechanism.
case_uranium_nuclear_fuel_supply_disruption,nuclear fuel supply-chain risk,energy,resolvable,{},"{""canonical_context"": ""energy_trade_access_constraint"", ""constraint_type"": ""trade_access_restriction"", ""node"": ""energy"", ""shock_type"": ""sanctions"", ""target_node_role"": ""downstream_exposure"", ""upstream_driver"": ""geopolitical_sanctions_risk""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_uranium_nuclear_fuel_supply_disruption,nuclear fuel supply-chain risk,trade_lanes,resolvable,{},"{""canonical_context"": ""tariff_trade_compliance_constraint"", ""constraint_type"": ""trade_access_restriction"", ""node"": ""trade_lanes"", ""shock_type"": ""regulatory_restriction"", ""target_node_role"": ""compliance_channel"", ""upstream_driver"": ""geopolitical_sanctions_risk""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_uranium_nuclear_fuel_supply_disruption,nuclear fuel supply-chain risk,customs,resolvable,{},"{""canonical_context"": ""tariff_customs_compliance_constraint"", ""constraint_type"": ""compliance_constraint"", ""node"": ""customs"", ""shock_type"": ""regulatory_restriction"", ""target_node_role"": ""compliance_channel"", ""upstream_driver"": ""geopolitical_sanctions_risk""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_uranium_nuclear_fuel_supply_disruption,nuclear fuel supply-chain risk,manufacturing_inputs,vocabulary_gap_candidate,{},{},shock_type;constraint_type;upstream_driver;target_node_role;canonical_context,,medium,No frozen canonical_context precisely represents this node's mechanism.
case_2022_russia_swift_financial_sanctions,financial sanctions and payment network disruption,financial_sanctions,already_migrated,"{""canonical_context"": ""financial_sanctions_trade_finance_constraint"", ""constraint_type"": ""financing_constraint"", ""node"": ""financial_sanctions"", ""shock_type"": ""sanctions"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""payment_network_restriction""}","{""canonical_context"": ""financial_sanctions_trade_finance_constraint"", ""constraint_type"": ""financing_constraint"", ""node"": ""financial_sanctions"", ""shock_type"": ""sanctions"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""payment_network_restriction""}",,existing development-enriched node context,high,Preserved without modification.
case_2022_russia_swift_financial_sanctions,financial sanctions and payment network disruption,payment_networks,resolvable,{},"{""canonical_context"": ""financial_sanctions_trade_finance_constraint"", ""constraint_type"": ""financing_constraint"", ""node"": ""payment_networks"", ""shock_type"": ""sanctions"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""sanctions_designation""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2022_russia_swift_financial_sanctions,financial sanctions and payment network disruption,customs,resolvable,{},"{""canonical_context"": ""tariff_customs_compliance_constraint"", ""constraint_type"": ""compliance_constraint"", ""node"": ""customs"", ""shock_type"": ""regulatory_restriction"", ""target_node_role"": ""compliance_channel"", ""upstream_driver"": ""sanctions_designation""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2022_russia_swift_financial_sanctions,financial sanctions and payment network disruption,trade_lanes,resolvable,{},"{""canonical_context"": ""tariff_trade_compliance_constraint"", ""constraint_type"": ""trade_access_restriction"", ""node"": ""trade_lanes"", ""shock_type"": ""regulatory_restriction"", ""target_node_role"": ""compliance_channel"", ""upstream_driver"": ""sanctions_designation""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2022_russia_swift_financial_sanctions,financial sanctions and payment network disruption,energy,already_migrated,"{""canonical_context"": ""energy_trade_finance_constraint"", ""constraint_type"": ""financing_constraint"", ""node"": ""energy"", ""shock_type"": ""sanctions"", ""target_node_role"": ""downstream_exposure"", ""upstream_driver"": ""energy_trade_payment_disruption""}","{""canonical_context"": ""energy_trade_finance_constraint"", ""constraint_type"": ""financing_constraint"", ""node"": ""energy"", ""shock_type"": ""sanctions"", ""target_node_role"": ""downstream_exposure"", ""upstream_driver"": ""energy_trade_payment_disruption""}",,existing development-enriched node context,high,Preserved without modification.
case_2023_port_of_nagoya_cyberattack,cyber infrastructure disruption,cyber_infrastructure,resolvable,{},"{""canonical_context"": ""logistics_cyber_capacity_constraint"", ""constraint_type"": ""capacity_reduction"", ""node"": ""cyber_infrastructure"", ""shock_type"": ""cyber_disruption"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""ransomware_incident""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2023_port_of_nagoya_cyberattack,cyber infrastructure disruption,ports,already_migrated,"{""canonical_context"": ""port_cyber_capacity_constraint"", ""constraint_type"": ""capacity_reduction"", ""node"": ""ports"", ""shock_type"": ""cyber_disruption"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""port_system_shutdown""}","{""canonical_context"": ""port_cyber_capacity_constraint"", ""constraint_type"": ""capacity_reduction"", ""node"": ""ports"", ""shock_type"": ""cyber_disruption"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""port_system_shutdown""}",,existing development-enriched node context,high,Preserved without modification.
case_2023_port_of_nagoya_cyberattack,cyber infrastructure disruption,logistics,already_migrated,"{""canonical_context"": ""logistics_cyber_capacity_constraint"", ""constraint_type"": ""capacity_reduction"", ""node"": ""logistics"", ""shock_type"": ""cyber_disruption"", ""target_node_role"": ""transmission_channel"", ""upstream_driver"": ""port_system_shutdown""}","{""canonical_context"": ""logistics_cyber_capacity_constraint"", ""constraint_type"": ""capacity_reduction"", ""node"": ""logistics"", ""shock_type"": ""cyber_disruption"", ""target_node_role"": ""transmission_channel"", ""upstream_driver"": ""port_system_shutdown""}",,existing development-enriched node context,high,Preserved without modification.
case_2023_port_of_nagoya_cyberattack,cyber infrastructure disruption,freight_routes,resolvable,{},"{""canonical_context"": ""maritime_route_security_constraint"", ""constraint_type"": ""route_disruption"", ""node"": ""freight_routes"", ""shock_type"": ""military_escalation"", ""target_node_role"": ""transmission_channel"", ""upstream_driver"": ""ransomware_incident""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2023_port_of_nagoya_cyberattack,cyber infrastructure disruption,manufacturing_inputs,vocabulary_gap_candidate,{},{},shock_type;constraint_type;upstream_driver;target_node_role;canonical_context,,medium,No frozen canonical_context precisely represents this node's mechanism.
case_2023_middle_east_defense_supply_escalation,defense supply-chain escalation,defense,resolvable,{},"{""canonical_context"": ""semiconductor_strategic_downstream_exposure"", ""constraint_type"": ""input_access_restriction"", ""node"": ""defense"", ""shock_type"": ""export_restriction"", ""target_node_role"": ""downstream_strategic_exposure"", ""upstream_driver"": ""regional_conflict_escalation""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2023_middle_east_defense_supply_escalation,defense supply-chain escalation,manufacturing_inputs,vocabulary_gap_candidate,{},{},shock_type;constraint_type;upstream_driver;target_node_role;canonical_context,,medium,No frozen canonical_context precisely represents this node's mechanism.
case_2023_middle_east_defense_supply_escalation,defense supply-chain escalation,ai_chips,resolvable,{},"{""canonical_context"": ""semiconductor_export_control_constraint"", ""constraint_type"": ""trade_access_restriction"", ""node"": ""ai_chips"", ""shock_type"": ""export_restriction"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""regional_conflict_escalation""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2023_middle_east_defense_supply_escalation,defense supply-chain escalation,cyber_infrastructure,resolvable,{},"{""canonical_context"": ""logistics_cyber_capacity_constraint"", ""constraint_type"": ""capacity_reduction"", ""node"": ""cyber_infrastructure"", ""shock_type"": ""cyber_disruption"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""regional_conflict_escalation""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2023_middle_east_defense_supply_escalation,defense supply-chain escalation,aerospace_supply_chain,resolvable,{},"{""canonical_context"": ""semiconductor_strategic_downstream_exposure"", ""constraint_type"": ""input_access_restriction"", ""node"": ""aerospace_supply_chain"", ""shock_type"": ""export_restriction"", ""target_node_role"": ""downstream_strategic_exposure"", ""upstream_driver"": ""regional_conflict_escalation""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2024_taiwan_strait_drills_semiconductor_supply,taiwan strait semiconductor supply-chain disruption,taiwan_semiconductor_supply,resolvable,{},"{""canonical_context"": ""semiconductor_export_control_constraint"", ""constraint_type"": ""trade_access_restriction"", ""node"": ""taiwan_semiconductor_supply"", ""shock_type"": ""export_restriction"", ""target_node_role"": ""transmission_channel"", ""upstream_driver"": ""military_drills""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2024_taiwan_strait_drills_semiconductor_supply,taiwan strait semiconductor supply-chain disruption,foundry,resolvable,{},"{""canonical_context"": ""semiconductor_export_control_constraint"", ""constraint_type"": ""trade_access_restriction"", ""node"": ""foundry"", ""shock_type"": ""export_restriction"", ""target_node_role"": ""transmission_channel"", ""upstream_driver"": ""military_drills""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2024_taiwan_strait_drills_semiconductor_supply,taiwan strait semiconductor supply-chain disruption,ai_chips,resolvable,{},"{""canonical_context"": ""semiconductor_export_control_constraint"", ""constraint_type"": ""trade_access_restriction"", ""node"": ""ai_chips"", ""shock_type"": ""export_restriction"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""military_drills""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2024_taiwan_strait_drills_semiconductor_supply,taiwan strait semiconductor supply-chain disruption,semiconductor_equipment,resolvable,{},"{""canonical_context"": ""semiconductor_export_control_constraint"", ""constraint_type"": ""trade_access_restriction"", ""node"": ""semiconductor_equipment"", ""shock_type"": ""export_restriction"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""military_drills""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2024_taiwan_strait_drills_semiconductor_supply,taiwan strait semiconductor supply-chain disruption,data_centers,resolvable,{},"{""canonical_context"": ""logistics_cyber_capacity_constraint"", ""constraint_type"": ""capacity_reduction"", ""node"": ""data_centers"", ""shock_type"": ""cyber_disruption"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""military_drills""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2024_taiwan_strait_drills_semiconductor_supply,taiwan strait semiconductor supply-chain disruption,defense,already_migrated,"{""canonical_context"": ""semiconductor_strategic_downstream_exposure"", ""constraint_type"": ""security_risk"", ""node"": ""defense"", ""shock_type"": ""military_escalation"", ""target_node_role"": ""downstream_strategic_exposure"", ""upstream_driver"": ""advanced_foundry_concentration_risk""}","{""canonical_context"": ""semiconductor_strategic_downstream_exposure"", ""constraint_type"": ""security_risk"", ""node"": ""defense"", ""shock_type"": ""military_escalation"", ""target_node_role"": ""downstream_strategic_exposure"", ""upstream_driver"": ""advanced_foundry_concentration_risk""}",,existing development-enriched node context,high,Preserved without modification.
case_2023_china_graphite_battery_export_controls,battery material export controls,battery_materials,already_migrated,"{""canonical_context"": ""battery_material_input_constraint"", ""constraint_type"": ""input_access_restriction"", ""node"": ""battery_materials"", ""shock_type"": ""export_restriction"", ""target_node_role"": ""upstream_input"", ""upstream_driver"": ""graphite_export_licensing_controls""}","{""canonical_context"": ""battery_material_input_constraint"", ""constraint_type"": ""input_access_restriction"", ""node"": ""battery_materials"", ""shock_type"": ""export_restriction"", ""target_node_role"": ""upstream_input"", ""upstream_driver"": ""graphite_export_licensing_controls""}",,existing development-enriched node context,high,Preserved without modification.
case_2023_china_graphite_battery_export_controls,battery material export controls,graphite,resolvable,{},"{""canonical_context"": ""critical_material_compliance_constraint"", ""constraint_type"": ""input_access_restriction"", ""node"": ""graphite"", ""shock_type"": ""export_restriction"", ""target_node_role"": ""upstream_input"", ""upstream_driver"": ""export_licensing_rules""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2023_china_graphite_battery_export_controls,battery material export controls,critical_minerals,resolvable,{},"{""canonical_context"": ""critical_material_compliance_constraint"", ""constraint_type"": ""input_access_restriction"", ""node"": ""critical_minerals"", ""shock_type"": ""export_restriction"", ""target_node_role"": ""upstream_input"", ""upstream_driver"": ""export_licensing_rules""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2023_china_graphite_battery_export_controls,battery material export controls,gallium_germanium_graphite,resolvable,{},"{""canonical_context"": ""critical_material_compliance_constraint"", ""constraint_type"": ""input_access_restriction"", ""node"": ""gallium_germanium_graphite"", ""shock_type"": ""export_restriction"", ""target_node_role"": ""upstream_input"", ""upstream_driver"": ""export_licensing_rules""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2023_china_graphite_battery_export_controls,battery material export controls,manufacturing_inputs,vocabulary_gap_candidate,{},{},shock_type;constraint_type;upstream_driver;target_node_role;canonical_context,,medium,No frozen canonical_context precisely represents this node's mechanism.
case_2023_china_graphite_battery_export_controls,battery material export controls,customs,resolvable,{},"{""canonical_context"": ""tariff_customs_compliance_constraint"", ""constraint_type"": ""compliance_constraint"", ""node"": ""customs"", ""shock_type"": ""regulatory_restriction"", ""target_node_role"": ""compliance_channel"", ""upstream_driver"": ""export_licensing_rules""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2020_opec_plus_production_cut,oil supply policy shock,energy,ambiguous,{},{},shock_type;constraint_type;upstream_driver;target_node_role;canonical_context,,low,Existing frozen vocabulary and raw case fields do not support a precise node-level context.
case_2020_opec_plus_production_cut,oil supply policy shock,oil_shipping,resolvable,{},"{""canonical_context"": ""oil_shipping_security_constraint"", ""constraint_type"": ""route_disruption"", ""node"": ""oil_shipping"", ""shock_type"": ""military_escalation"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""producer_policy_agreement""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2020_opec_plus_production_cut,oil supply policy shock,refining,resolvable,{},"{""canonical_context"": ""refining_feedstock_constraint"", ""constraint_type"": ""input_shortage"", ""node"": ""refining"", ""shock_type"": ""physical_disruption"", ""target_node_role"": ""downstream_exposure"", ""upstream_driver"": ""producer_policy_agreement""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2020_opec_plus_production_cut,oil supply policy shock,petrochemicals,resolvable,{},"{""canonical_context"": ""petrochemical_feedstock_constraint"", ""constraint_type"": ""input_shortage"", ""node"": ""petrochemicals"", ""shock_type"": ""physical_disruption"", ""target_node_role"": ""downstream_exposure"", ""upstream_driver"": ""producer_policy_agreement""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2020_opec_plus_production_cut,oil supply policy shock,aviation,ambiguous,{},{},shock_type;constraint_type;upstream_driver;target_node_role;canonical_context,,low,Existing frozen vocabulary and raw case fields do not support a precise node-level context.
case_2022_abu_dhabi_oil_facility_attack,energy infrastructure disruption,energy,ambiguous,{},{},shock_type;constraint_type;upstream_driver;target_node_role;canonical_context,,low,Existing frozen vocabulary and raw case fields do not support a precise node-level context.
case_2022_abu_dhabi_oil_facility_attack,energy infrastructure disruption,oil_shipping,resolvable,{},"{""canonical_context"": ""oil_shipping_security_constraint"", ""constraint_type"": ""route_disruption"", ""node"": ""oil_shipping"", ""shock_type"": ""military_escalation"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""infrastructure_attack""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2022_abu_dhabi_oil_facility_attack,energy infrastructure disruption,refining,resolvable,{},"{""canonical_context"": ""refining_feedstock_constraint"", ""constraint_type"": ""input_shortage"", ""node"": ""refining"", ""shock_type"": ""physical_disruption"", ""target_node_role"": ""downstream_exposure"", ""upstream_driver"": ""infrastructure_attack""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2022_abu_dhabi_oil_facility_attack,energy infrastructure disruption,petrochemicals,resolvable,{},"{""canonical_context"": ""petrochemical_feedstock_constraint"", ""constraint_type"": ""input_shortage"", ""node"": ""petrochemicals"", ""shock_type"": ""physical_disruption"", ""target_node_role"": ""downstream_exposure"", ""upstream_driver"": ""infrastructure_attack""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2022_abu_dhabi_oil_facility_attack,energy infrastructure disruption,aviation,resolvable,{},"{""canonical_context"": ""aerospace_defense_procurement_constraint"", ""constraint_type"": ""security_risk"", ""node"": ""aviation"", ""shock_type"": ""military_escalation"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""infrastructure_attack""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2022_abu_dhabi_oil_facility_attack,energy infrastructure disruption,defense,already_migrated,"{""canonical_context"": ""regional_security_context"", ""constraint_type"": ""security_risk"", ""node"": ""defense"", ""shock_type"": ""military_escalation"", ""target_node_role"": ""downstream_exposure"", ""upstream_driver"": ""energy_facility_attack_defense_readiness""}","{""canonical_context"": ""regional_security_context"", ""constraint_type"": ""security_risk"", ""node"": ""defense"", ""shock_type"": ""military_escalation"", ""target_node_role"": ""downstream_exposure"", ""upstream_driver"": ""energy_facility_attack_defense_readiness""}",,existing development-enriched node context,high,Preserved without modification.
case_2024_us_east_gulf_port_strike,port labor and shipping logistics disruption,port_labor,ambiguous,{},{},shock_type;constraint_type;upstream_driver;target_node_role;canonical_context,,low,Existing frozen vocabulary and raw case fields do not support a precise node-level context.
case_2024_us_east_gulf_port_strike,port labor and shipping logistics disruption,ports,resolvable,{},"{""canonical_context"": ""maritime_route_capacity_constraint"", ""constraint_type"": ""route_disruption"", ""node"": ""ports"", ""shock_type"": ""physical_disruption"", ""target_node_role"": ""transmission_channel"", ""upstream_driver"": ""labor_contract_dispute""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2024_us_east_gulf_port_strike,port labor and shipping logistics disruption,container_shipping,resolvable,{},"{""canonical_context"": ""maritime_route_security_constraint"", ""constraint_type"": ""route_disruption"", ""node"": ""container_shipping"", ""shock_type"": ""physical_disruption"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""labor_contract_dispute""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2024_us_east_gulf_port_strike,port labor and shipping logistics disruption,freight_routes,resolvable,{},"{""canonical_context"": ""maritime_route_capacity_constraint"", ""constraint_type"": ""route_disruption"", ""node"": ""freight_routes"", ""shock_type"": ""physical_disruption"", ""target_node_role"": ""transmission_channel"", ""upstream_driver"": ""labor_contract_dispute""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
