event_id,event_name,event_type,node,ticker,asset_name,evidence_level,supporting_case_count,supporting_case_ids,supporting_case_event_types,supporting_case_nodes,supporting_case_affected_assets,supporting_case_affected_asset_types,mapping_node,mapping_asset_type,linkage_tier,linkage_rationale,retrieval_ranks_of_supporting_cases,max_retrieval_rank_of_supporting_cases,node_specificity,node_specificity_reason,mechanism_consistency,mechanism_consistency_reason,mapping_quality,mapping_quality_reason,candidate_quality,candidate_quality_reason,noise_sources
eval_defense_supply_chain_escalation,eval_defense_supply_chain_escalation,defense_spending_shock,oil_shipping,DHT,DHT Holdings Inc,historical_supported,2,case_israel_iran_escalation_energy_risk;case_2011_libya_civil_war_oil_disruption,regional military escalation and energy chokepoint risk;civil conflict and oil infrastructure supply disruption,aviation;defense;energy;lng_shipping;logistics;marine_insurance;maritime_chokepoint;oil_shipping;petrochemicals;refining;trade_lanes,LNG cargo flows;Libyan crude exports;Mediterranean refinery feedstocks;Persian Gulf crude exports;jet fuel exposure;marine insurance premiums;petrochemical inputs;regional defense demand;tanker routes,LNG;airlines;crude oil;defense contractors;energy producers;marine insurers;petrochemical producers;refiners;shipping companies;tanker operators,oil_shipping,Stock,direct_exposure,Core operations or products are directly tied to the oil_shipping node: Crude oil tanker company exposed to VLCC market conditions,9;10,10,specific,Node maps to operating-company/direct exposures in a concentrated asset vocabulary.,mixed,Cases share the node but available structured metadata indicates mixed transmission context.,specific,Mapped ticker has direct_exposure metadata for a specific node.,borderline,"Candidate has some ex-ante support, but at least one dimension is broad or mixed.",
eval_defense_supply_chain_escalation,eval_defense_supply_chain_escalation,defense_spending_shock,oil_shipping,FRO,Frontline plc,historical_supported,2,case_israel_iran_escalation_energy_risk;case_2011_libya_civil_war_oil_disruption,regional military escalation and energy chokepoint risk;civil conflict and oil infrastructure supply disruption,aviation;defense;energy;lng_shipping;logistics;marine_insurance;maritime_chokepoint;oil_shipping;petrochemicals;refining;trade_lanes,LNG cargo flows;Libyan crude exports;Mediterranean refinery feedstocks;Persian Gulf crude exports;jet fuel exposure;marine insurance premiums;petrochemical inputs;regional defense demand;tanker routes,LNG;airlines;crude oil;defense contractors;energy producers;marine insurers;petrochemical producers;refiners;shipping companies;tanker operators,oil_shipping,Stock,direct_exposure,Core operations or products are directly tied to the oil_shipping node: Crude tanker operator exposed to oil shipping routes and tanker rates,9;10,10,specific,Node maps to operating-company/direct exposures in a concentrated asset vocabulary.,mixed,Cases share the node but available structured metadata indicates mixed transmission context.,specific,Mapped ticker has direct_exposure metadata for a specific node.,borderline,"Candidate has some ex-ante support, but at least one dimension is broad or mixed.",
eval_panama_canal_drought_shipping,eval_panama_canal_drought_shipping,canal_shipping_disruption,oil_shipping,DHT,DHT Holdings Inc,historical_supported,2,case_2023_red_sea_attacks;case_2023_arctic_lng_russian_energy_shipping_sanctions,maritime security disruption;energy shipping sanctions and Arctic LNG disruption risk,container_shipping;energy;financial_sanctions;freight_routes;lng_shipping;logistics;marine_insurance;maritime_chokepoint;oil_shipping;payment_networks,Asian LNG procurement;Asian exporters;European importers;Russian Arctic LNG cargoes;container carriers;energy trade finance;ice-class LNG carrier availability;marine insurance coverage;marine insurance underwriters;tanker operators,LNG carriers;banks;energy producers;energy transport;freight rates;gas utilities;import-dependent retailers;marine insurers;shipbuilders;shipping equities,oil_shipping,Stock,direct_exposure,Core operations or products are directly tied to the oil_shipping node: Crude oil tanker company exposed to VLCC market conditions,2;9,9,specific,Node maps to operating-company/direct exposures in a concentrated asset vocabulary.,mixed,"Supporting cases share related node context, but event mechanisms are only partially aligned.",specific,Mapped ticker has direct_exposure metadata for a specific node.,borderline,"Candidate has some ex-ante support, but at least one dimension is broad or mixed.",
eval_panama_canal_drought_shipping,eval_panama_canal_drought_shipping,canal_shipping_disruption,oil_shipping,FRO,Frontline plc,historical_supported,2,case_2023_red_sea_attacks;case_2023_arctic_lng_russian_energy_shipping_sanctions,maritime security disruption;energy shipping sanctions and Arctic LNG disruption risk,container_shipping;energy;financial_sanctions;freight_routes;lng_shipping;logistics;marine_insurance;maritime_chokepoint;oil_shipping;payment_networks,Asian LNG procurement;Asian exporters;European importers;Russian Arctic LNG cargoes;container carriers;energy trade finance;ice-class LNG carrier availability;marine insurance coverage;marine insurance underwriters;tanker operators,LNG carriers;banks;energy producers;energy transport;freight rates;gas utilities;import-dependent retailers;marine insurers;shipbuilders;shipping equities,oil_shipping,Stock,direct_exposure,Core operations or products are directly tied to the oil_shipping node: Crude tanker operator exposed to oil shipping routes and tanker rates,2;9,9,specific,Node maps to operating-company/direct exposures in a concentrated asset vocabulary.,mixed,"Supporting cases share related node context, but event mechanisms are only partially aligned.",specific,Mapped ticker has direct_exposure metadata for a specific node.,borderline,"Candidate has some ex-ante support, but at least one dimension is broad or mixed.",
eval_uranium_nuclear_fuel_disruption,eval_uranium_nuclear_fuel_disruption,uranium_supply_chain_risk,oil_shipping,DHT,DHT Holdings Inc,historical_supported,4,case_2023_arctic_lng_russian_energy_shipping_sanctions;case_israel_iran_escalation_energy_risk;case_2023_red_sea_attacks;case_hormuz_tanker_tensions,energy shipping sanctions and Arctic LNG disruption risk;regional military escalation and energy chokepoint risk;maritime security disruption;energy chokepoint security risk,container_shipping;defense;energy;financial_sanctions;freight_routes;lng_shipping;logistics;marine_insurance;maritime_chokepoint;oil_shipping;payment_networks;refining,Asian LNG procurement;Asian exporters;European importers;LNG cargo flows;LNG cargoes from Qatar;Persian Gulf crude exports;Russian Arctic LNG cargoes;container carriers;energy trade finance;ice-class LNG carrier availability;marine insurance coverage;marine insurance premiums;marine insurance underwriters;oil importers;refining margins;regional defense demand;tanker fleets;tanker operators;tanker routes,LNG;LNG carriers;banks;crude oil;defense contractors;energy producers;energy transport;freight rates;gas utilities;import-dependent retailers;marine insurers;refiners;shipbuilders;shipping equities;tanker operators,oil_shipping,Stock,direct_exposure,Core operations or products are directly tied to the oil_shipping node: Crude oil tanker company exposed to VLCC market conditions,4;6;8;10,10,specific,Node maps to operating-company/direct exposures in a concentrated asset vocabulary.,mixed,Cases share the node but available structured metadata indicates mixed transmission context.,specific,Mapped ticker has direct_exposure metadata for a specific node.,borderline,"Candidate has some ex-ante support, but at least one dimension is broad or mixed.",
eval_uranium_nuclear_fuel_disruption,eval_uranium_nuclear_fuel_disruption,uranium_supply_chain_risk,oil_shipping,FRO,Frontline plc,historical_supported,4,case_2023_arctic_lng_russian_energy_shipping_sanctions;case_israel_iran_escalation_energy_risk;case_2023_red_sea_attacks;case_hormuz_tanker_tensions,energy shipping sanctions and Arctic LNG disruption risk;regional military escalation and energy chokepoint risk;maritime security disruption;energy chokepoint security risk,container_shipping;defense;energy;financial_sanctions;freight_routes;lng_shipping;logistics;marine_insurance;maritime_chokepoint;oil_shipping;payment_networks;refining,Asian LNG procurement;Asian exporters;European importers;LNG cargo flows;LNG cargoes from Qatar;Persian Gulf crude exports;Russian Arctic LNG cargoes;container carriers;energy trade finance;ice-class LNG carrier availability;marine insurance coverage;marine insurance premiums;marine insurance underwriters;oil importers;refining margins;regional defense demand;tanker fleets;tanker operators;tanker routes,LNG;LNG carriers;banks;crude oil;defense contractors;energy producers;energy transport;freight rates;gas utilities;import-dependent retailers;marine insurers;refiners;shipbuilders;shipping equities;tanker operators,oil_shipping,Stock,direct_exposure,Core operations or products are directly tied to the oil_shipping node: Crude tanker operator exposed to oil shipping routes and tanker rates,4;6;8;10,10,specific,Node maps to operating-company/direct exposures in a concentrated asset vocabulary.,mixed,Cases share the node but available structured metadata indicates mixed transmission context.,specific,Mapped ticker has direct_exposure metadata for a specific node.,borderline,"Candidate has some ex-ante support, but at least one dimension is broad or mixed.",
eval_opec_oil_policy_shock,eval_opec_oil_policy_shock,oil_policy_shock,payment_networks,MA,Mastercard Incorporated,sector_proxy,2,case_2019_venezuela_oil_sanctions;case_2018_iran_oil_sanctions_reimposition,oil sanctions and refinery feedstock disruption;oil sanctions and shipping finance restriction,energy;financial_sanctions;marine_insurance;oil_shipping;payment_networks;petrochemicals;refining,Iranian crude exports;US Gulf Coast refinery feedstocks;Venezuelan crude exports;oil shipping routes;oil tanker routes;refinery feedstock sourcing;shipping insurance services;trade finance channels;trade finance services,banks;crude oil;energy producers;heavy crude;marine insurers;petrochemical producers;refiners;tanker operators,payment_networks,Stock,direct_exposure,Core operations or products are directly tied to the payment_networks node: Global payments network exposed to payment-routing and compliance channels,7;8,8,potentially_broad,"Node label represents a broad function, sector, or channel in the current mapping vocabulary.",consistent,Supporting cases show overlapping event mechanisms or affected asset-type vocabulary.,specific,"Mapped ticker is direct_exposure, though the node itself may be broad.",borderline,"Candidate has some ex-ante support, but at least one dimension is broad or mixed.",broad_node
eval_opec_oil_policy_shock,eval_opec_oil_policy_shock,oil_policy_shock,payment_networks,V,Visa Inc,sector_proxy,2,case_2019_venezuela_oil_sanctions;case_2018_iran_oil_sanctions_reimposition,oil sanctions and refinery feedstock disruption;oil sanctions and shipping finance restriction,energy;financial_sanctions;marine_insurance;oil_shipping;payment_networks;petrochemicals;refining,Iranian crude exports;US Gulf Coast refinery feedstocks;Venezuelan crude exports;oil shipping routes;oil tanker routes;refinery feedstock sourcing;shipping insurance services;trade finance channels;trade finance services,banks;crude oil;energy producers;heavy crude;marine insurers;petrochemical producers;refiners;tanker operators,payment_networks,Stock,direct_exposure,Core operations or products are directly tied to the payment_networks node: Global payments network exposed to cross-border payment and compliance channels,7;8,8,potentially_broad,"Node label represents a broad function, sector, or channel in the current mapping vocabulary.",consistent,Supporting cases show overlapping event mechanisms or affected asset-type vocabulary.,specific,"Mapped ticker is direct_exposure, though the node itself may be broad.",borderline,"Candidate has some ex-ante support, but at least one dimension is broad or mixed.",broad_node
eval_russia_europe_gas_disruption,eval_russia_europe_gas_disruption,war_and_sanctions_energy_disruption,payment_networks,MA,Mastercard Incorporated,sector_proxy,4,case_2023_arctic_lng_russian_energy_shipping_sanctions;case_2022_russia_swift_financial_sanctions;case_2019_venezuela_oil_sanctions;case_2014_crimea_financial_sanctions,energy shipping sanctions and Arctic LNG disruption risk;financial sanctions and payment network disruption;oil sanctions and refinery feedstock disruption;financial sanctions and trade finance restriction,customs;energy;financial_sanctions;lng_shipping;manufacturing_inputs;marine_insurance;maritime_chokepoint;oil_shipping;payment_networks;petrochemicals;refining;trade_lanes,Asian LNG procurement;Russia-linked trade finance;Russian Arctic LNG cargoes;Russian bank exposure;US Gulf Coast refinery feedstocks;Venezuelan crude exports;commodity settlement workflows;cross-border payment flows;energy trade finance;energy-sector financing;ice-class LNG carrier availability;marine insurance coverage;oil shipping routes;sanctions compliance systems;trade finance channels;trade finance services,LNG carriers;banks;energy companies;energy producers;energy traders;exporters;financial infrastructure providers;gas utilities;heavy crude;industrial exporters;logistics firms;marine insurers;payment networks;refiners;shipbuilders;tanker operators;trade finance providers,payment_networks,Stock,direct_exposure,Core operations or products are directly tied to the payment_networks node: Global payments network exposed to payment-routing and compliance channels,4;8;9;10,10,potentially_broad,"Node label represents a broad function, sector, or channel in the current mapping vocabulary.",mixed,"Supporting cases share related node context, but event mechanisms are only partially aligned.",specific,"Mapped ticker is direct_exposure, though the node itself may be broad.",borderline,"Candidate has some ex-ante support, but at least one dimension is broad or mixed.",broad_node
eval_russia_europe_gas_disruption,eval_russia_europe_gas_disruption,war_and_sanctions_energy_disruption,payment_networks,V,Visa Inc,sector_proxy,4,case_2023_arctic_lng_russian_energy_shipping_sanctions;case_2022_russia_swift_financial_sanctions;case_2019_venezuela_oil_sanctions;case_2014_crimea_financial_sanctions,energy shipping sanctions and Arctic LNG disruption risk;financial sanctions and payment network disruption;oil sanctions and refinery feedstock disruption;financial sanctions and trade finance restriction,customs;energy;financial_sanctions;lng_shipping;manufacturing_inputs;marine_insurance;maritime_chokepoint;oil_shipping;payment_networks;petrochemicals;refining;trade_lanes,Asian LNG procurement;Russia-linked trade finance;Russian Arctic LNG cargoes;Russian bank exposure;US Gulf Coast refinery feedstocks;Venezuelan crude exports;commodity settlement workflows;cross-border payment flows;energy trade finance;energy-sector financing;ice-class LNG carrier availability;marine insurance coverage;oil shipping routes;sanctions compliance systems;trade finance channels;trade finance services,LNG carriers;banks;energy companies;energy producers;energy traders;exporters;financial infrastructure providers;gas utilities;heavy crude;industrial exporters;logistics firms;marine insurers;payment networks;refiners;shipbuilders;tanker operators;trade finance providers,payment_networks,Stock,direct_exposure,Core operations or products are directly tied to the payment_networks node: Global payments network exposed to cross-border payment and compliance channels,4;8;9;10,10,potentially_broad,"Node label represents a broad function, sector, or channel in the current mapping vocabulary.",mixed,"Supporting cases share related node context, but event mechanisms are only partially aligned.",specific,"Mapped ticker is direct_exposure, though the node itself may be broad.",borderline,"Candidate has some ex-ante support, but at least one dimension is broad or mixed.",broad_node
eval_suez_canal_blockage,eval_suez_canal_blockage,shipping_chokepoint_disruption,payment_networks,MA,Mastercard Incorporated,sector_proxy,2,case_2023_arctic_lng_russian_energy_shipping_sanctions;case_2019_cosco_shipping_sanctions_tanker_market,energy shipping sanctions and Arctic LNG disruption risk;shipping sanctions and marine insurance compliance disruption,customs;energy;financial_sanctions;lng_shipping;logistics;marine_insurance;maritime_chokepoint;oil_shipping;payment_networks;trade_lanes,Asian LNG procurement;Russian Arctic LNG cargoes;crude tanker chartering;energy trade finance;energy trade payments;ice-class LNG carrier availability;marine insurance approvals;marine insurance coverage;sanctions-screened oil cargoes,LNG carriers;banks;energy producers;energy traders;freight brokers;gas utilities;marine insurers;shipbuilders;tanker operators,payment_networks,Stock,direct_exposure,Core operations or products are directly tied to the payment_networks node: Global payments network exposed to payment-routing and compliance channels,9;10,10,potentially_broad,"Node label represents a broad function, sector, or channel in the current mapping vocabulary.",consistent,Supporting cases show overlapping event mechanisms or affected asset-type vocabulary.,specific,"Mapped ticker is direct_exposure, though the node itself may be broad.",borderline,"Candidate has some ex-ante support, but at least one dimension is broad or mixed.",broad_node
eval_suez_canal_blockage,eval_suez_canal_blockage,shipping_chokepoint_disruption,payment_networks,V,Visa Inc,sector_proxy,2,case_2023_arctic_lng_russian_energy_shipping_sanctions;case_2019_cosco_shipping_sanctions_tanker_market,energy shipping sanctions and Arctic LNG disruption risk;shipping sanctions and marine insurance compliance disruption,customs;energy;financial_sanctions;lng_shipping;logistics;marine_insurance;maritime_chokepoint;oil_shipping;payment_networks;trade_lanes,Asian LNG procurement;Russian Arctic LNG cargoes;crude tanker chartering;energy trade finance;energy trade payments;ice-class LNG carrier availability;marine insurance approvals;marine insurance coverage;sanctions-screened oil cargoes,LNG carriers;banks;energy producers;energy traders;freight brokers;gas utilities;marine insurers;shipbuilders;tanker operators,payment_networks,Stock,direct_exposure,Core operations or products are directly tied to the payment_networks node: Global payments network exposed to cross-border payment and compliance channels,9;10,10,potentially_broad,"Node label represents a broad function, sector, or channel in the current mapping vocabulary.",consistent,Supporting cases show overlapping event mechanisms or affected asset-type vocabulary.,specific,"Mapped ticker is direct_exposure, though the node itself may be broad.",borderline,"Candidate has some ex-ante support, but at least one dimension is broad or mixed.",broad_node
v3_20241203_iran_shadow_fleet_sanctions,U.S. sanctions Iranian shadow-fleet petroleum transport entities and vessels,regional_energy_escalation,petrochemicals,DOW,Dow Inc,sector_proxy,4,case_2018_iran_oil_sanctions_reimposition;case_2019_venezuela_oil_sanctions;case_russia_ukraine_energy_shock;case_middle_east_oil_supply_disruption,oil sanctions and shipping finance restriction;oil sanctions and refinery feedstock disruption;war and sanctions energy disruption;energy infrastructure disruption,aviation;energy;financial_sanctions;lng_shipping;manufacturing_inputs;marine_insurance;oil_shipping;payment_networks;petrochemicals;refining,European gas benchmarks;Iranian crude exports;LNG import terminals;Saudi crude exports;US Gulf Coast refinery feedstocks;Venezuelan crude exports;energy-intensive manufacturers;fertilizer producers;global crude benchmarks;jet fuel supply chains;oil shipping routes;oil tanker routes;petrochemical inputs;power utilities;refinery feedstock sourcing;refinery feedstocks;shipping insurance services;trade finance channels;trade finance services,LNG infrastructure;airlines;banks;chemicals;crude oil;energy producers;heavy crude;marine insurers;metals producers;natural gas;petrochemical producers;refiners;tanker operators;utilities,petrochemicals,Stock,direct_exposure,Core operations or products are directly tied to the petrochemicals node: Commodity chemicals producer exposed to petrochemical feedstocks,1;6;7;9,9,specific,Node maps to operating-company/direct exposures in a concentrated asset vocabulary.,mixed,"Supporting cases share related node context, but event mechanisms are only partially aligned.",specific,Mapped ticker has direct_exposure metadata for a specific node.,borderline,"Candidate has some ex-ante support, but at least one dimension is broad or mixed.",
v3_20241203_iran_shadow_fleet_sanctions,U.S. sanctions Iranian shadow-fleet petroleum transport entities and vessels,regional_energy_escalation,petrochemicals,LYB,LyondellBasell Industries NV,sector_proxy,4,case_2018_iran_oil_sanctions_reimposition;case_2019_venezuela_oil_sanctions;case_russia_ukraine_energy_shock;case_middle_east_oil_supply_disruption,oil sanctions and shipping finance restriction;oil sanctions and refinery feedstock disruption;war and sanctions energy disruption;energy infrastructure disruption,aviation;energy;financial_sanctions;lng_shipping;manufacturing_inputs;marine_insurance;oil_shipping;payment_networks;petrochemicals;refining,European gas benchmarks;Iranian crude exports;LNG import terminals;Saudi crude exports;US Gulf Coast refinery feedstocks;Venezuelan crude exports;energy-intensive manufacturers;fertilizer producers;global crude benchmarks;jet fuel supply chains;oil shipping routes;oil tanker routes;petrochemical inputs;power utilities;refinery feedstock sourcing;refinery feedstocks;shipping insurance services;trade finance channels;trade finance services,LNG infrastructure;airlines;banks;chemicals;crude oil;energy producers;heavy crude;marine insurers;metals producers;natural gas;petrochemical producers;refiners;tanker operators;utilities,petrochemicals,Stock,direct_exposure,Core operations or products are directly tied to the petrochemicals node: Petrochemical producer exposed to olefins polymers and feedstock costs,1;6;7;9,9,specific,Node maps to operating-company/direct exposures in a concentrated asset vocabulary.,mixed,"Supporting cases share related node context, but event mechanisms are only partially aligned.",specific,Mapped ticker has direct_exposure metadata for a specific node.,borderline,"Candidate has some ex-ante support, but at least one dimension is broad or mixed.",
v3_20250201_canada_mexico_china_tariffs,"U.S. imposes tariffs on imports from Canada, Mexico and China",trade_policy_and_tariffs,ports,0144.HK,China Merchants Port Holdings Company Limited,sector_proxy,2,case_2023_mexico_nearshoring_cross_border_policy_risk;case_2023_panama_cobre_mine_closure,nearshoring policy and cross-border manufacturing risk;resource contract dispute and critical mineral supply disruption,battery_materials;critical_minerals;customs;freight_routes;logistics;manufacturing_inputs;ports;trade_lanes,Mexico-US border freight flows;Panama copper concentrate supply;automotive supplier networks;battery and grid supply chains;customs brokerage and logistics operations;electronics assembly supply chains;industrial copper inputs;mine export logistics,auto suppliers;battery supply chains;commodity traders;electronics producers;industrial manufacturers;industrial real estate and infrastructure;logistics providers;manufacturers;miners;port operators,ports,Stock,direct_exposure,Core operations or products are directly tied to the ports node: Port infrastructure operator exposed to container throughput,4;6,6,specific,Node maps to operating-company/direct exposures in a concentrated asset vocabulary.,mixed,"Supporting cases share related node context, but event mechanisms are only partially aligned.",specific,Mapped ticker has direct_exposure metadata for a specific node.,borderline,"Candidate has some ex-ante support, but at least one dimension is broad or mixed.",
v3_20250201_canada_mexico_china_tariffs,"U.S. imposes tariffs on imports from Canada, Mexico and China",trade_policy_and_tariffs,ports,1199.HK,COSCO SHIPPING Ports Limited,sector_proxy,2,case_2023_mexico_nearshoring_cross_border_policy_risk;case_2023_panama_cobre_mine_closure,nearshoring policy and cross-border manufacturing risk;resource contract dispute and critical mineral supply disruption,battery_materials;critical_minerals;customs;freight_routes;logistics;manufacturing_inputs;ports;trade_lanes,Mexico-US border freight flows;Panama copper concentrate supply;automotive supplier networks;battery and grid supply chains;customs brokerage and logistics operations;electronics assembly supply chains;industrial copper inputs;mine export logistics,auto suppliers;battery supply chains;commodity traders;electronics producers;industrial manufacturers;industrial real estate and infrastructure;logistics providers;manufacturers;miners;port operators,ports,Stock,direct_exposure,Core operations or products are directly tied to the ports node: Port operator with container terminal exposure across major trade lanes,4;6,6,specific,Node maps to operating-company/direct exposures in a concentrated asset vocabulary.,mixed,"Supporting cases share related node context, but event mechanisms are only partially aligned.",specific,Mapped ticker has direct_exposure metadata for a specific node.,borderline,"Candidate has some ex-ante support, but at least one dimension is broad or mixed.",
v3_20250730_copper_tariffs,U.S. imposes Section 232 tariffs on copper products,critical_minerals_export_controls,ports,0144.HK,China Merchants Port Holdings Company Limited,sector_proxy,2,case_2023_panama_cobre_mine_closure;case_2023_mexico_nearshoring_cross_border_policy_risk,resource contract dispute and critical mineral supply disruption;nearshoring policy and cross-border manufacturing risk,battery_materials;critical_minerals;customs;freight_routes;logistics;manufacturing_inputs;ports;trade_lanes,Mexico-US border freight flows;Panama copper concentrate supply;automotive supplier networks;battery and grid supply chains;customs brokerage and logistics operations;electronics assembly supply chains;industrial copper inputs;mine export logistics,auto suppliers;battery supply chains;commodity traders;electronics producers;industrial manufacturers;industrial real estate and infrastructure;logistics providers;manufacturers;miners;port operators,ports,Stock,direct_exposure,Core operations or products are directly tied to the ports node: Port infrastructure operator exposed to container throughput,1;6,6,specific,Node maps to operating-company/direct exposures in a concentrated asset vocabulary.,mixed,"Supporting cases share related node context, but event mechanisms are only partially aligned.",specific,Mapped ticker has direct_exposure metadata for a specific node.,borderline,"Candidate has some ex-ante support, but at least one dimension is broad or mixed.",
v3_20250730_copper_tariffs,U.S. imposes Section 232 tariffs on copper products,critical_minerals_export_controls,ports,1199.HK,COSCO SHIPPING Ports Limited,sector_proxy,2,case_2023_panama_cobre_mine_closure;case_2023_mexico_nearshoring_cross_border_policy_risk,resource contract dispute and critical mineral supply disruption;nearshoring policy and cross-border manufacturing risk,battery_materials;critical_minerals;customs;freight_routes;logistics;manufacturing_inputs;ports;trade_lanes,Mexico-US border freight flows;Panama copper concentrate supply;automotive supplier networks;battery and grid supply chains;customs brokerage and logistics operations;electronics assembly supply chains;industrial copper inputs;mine export logistics,auto suppliers;battery supply chains;commodity traders;electronics producers;industrial manufacturers;industrial real estate and infrastructure;logistics providers;manufacturers;miners;port operators,ports,Stock,direct_exposure,Core operations or products are directly tied to the ports node: Port operator with container terminal exposure across major trade lanes,1;6,6,specific,Node maps to operating-company/direct exposures in a concentrated asset vocabulary.,mixed,"Supporting cases share related node context, but event mechanisms are only partially aligned.",specific,Mapped ticker has direct_exposure metadata for a specific node.,borderline,"Candidate has some ex-ante support, but at least one dimension is broad or mixed.",
eval_defense_supply_chain_escalation,eval_defense_supply_chain_escalation,defense_spending_shock,refining,MPC,Marathon Petroleum Corporation,historical_supported,2,case_israel_iran_escalation_energy_risk;case_2011_libya_civil_war_oil_disruption,regional military escalation and energy chokepoint risk;civil conflict and oil infrastructure supply disruption,aviation;defense;energy;lng_shipping;logistics;marine_insurance;maritime_chokepoint;oil_shipping;petrochemicals;refining;trade_lanes,LNG cargo flows;Libyan crude exports;Mediterranean refinery feedstocks;Persian Gulf crude exports;jet fuel exposure;marine insurance premiums;petrochemical inputs;regional defense demand;tanker routes,LNG;airlines;crude oil;defense contractors;energy producers;marine insurers;petrochemical producers;refiners;shipping companies;tanker operators,refining,Stock,direct_exposure,Core operations or products are directly tied to the refining node: Refining and midstream operator exposed to fuel markets,9;10,10,specific,Node maps to operating-company/direct exposures in a concentrated asset vocabulary.,mixed,Cases share the node but available structured metadata indicates mixed transmission context.,specific,Mapped ticker has direct_exposure metadata for a specific node.,borderline,"Candidate has some ex-ante support, but at least one dimension is broad or mixed.",
eval_defense_supply_chain_escalation,eval_defense_supply_chain_escalation,defense_spending_shock,refining,VLO,Valero Energy Corporation,historical_supported,2,case_israel_iran_escalation_energy_risk;case_2011_libya_civil_war_oil_disruption,regional military escalation and energy chokepoint risk;civil conflict and oil infrastructure supply disruption,aviation;defense;energy;lng_shipping;logistics;marine_insurance;maritime_chokepoint;oil_shipping;petrochemicals;refining;trade_lanes,LNG cargo flows;Libyan crude exports;Mediterranean refinery feedstocks;Persian Gulf crude exports;jet fuel exposure;marine insurance premiums;petrochemical inputs;regional defense demand;tanker routes,LNG;airlines;crude oil;defense contractors;energy producers;marine insurers;petrochemical producers;refiners;shipping companies;tanker operators,refining,Stock,direct_exposure,Core operations or products are directly tied to the refining node: Refiner exposed to crude supply and refined product margins,9;10,10,specific,Node maps to operating-company/direct exposures in a concentrated asset vocabulary.,mixed,Cases share the node but available structured metadata indicates mixed transmission context.,specific,Mapped ticker has direct_exposure metadata for a specific node.,borderline,"Candidate has some ex-ante support, but at least one dimension is broad or mixed.",
eval_natural_gas_fertilizer_shock,eval_natural_gas_fertilizer_shock,energy_and_agricultural_input_shock,refining,MPC,Marathon Petroleum Corporation,historical_supported,2,case_russia_ukraine_energy_shock;case_opec_production_cut_policy_shock,war and sanctions energy disruption;oil supply policy shock,aviation;energy;lng_shipping;manufacturing_inputs;oil_shipping;petrochemicals;refining,European gas benchmarks;LNG import terminals;energy-intensive manufacturers;fertilizer producers;global crude benchmarks;jet fuel supply chains;petrochemical inputs;power utilities;refinery feedstocks;transport fuel costs,LNG infrastructure;airlines;chemicals;crude oil;energy producers;metals producers;natural gas;petrochemical producers;refiners;transportation companies;utilities,refining,Stock,direct_exposure,Core operations or products are directly tied to the refining node: Refining and midstream operator exposed to fuel markets,4;6,6,specific,Node maps to operating-company/direct exposures in a concentrated asset vocabulary.,mixed,"Supporting cases share related node context, but event mechanisms are only partially aligned.",specific,Mapped ticker has direct_exposure metadata for a specific node.,borderline,"Candidate has some ex-ante support, but at least one dimension is broad or mixed.",
eval_natural_gas_fertilizer_shock,eval_natural_gas_fertilizer_shock,energy_and_agricultural_input_shock,refining,VLO,Valero Energy Corporation,historical_supported,2,case_russia_ukraine_energy_shock;case_opec_production_cut_policy_shock,war and sanctions energy disruption;oil supply policy shock,aviation;energy;lng_shipping;manufacturing_inputs;oil_shipping;petrochemicals;refining,European gas benchmarks;LNG import terminals;energy-intensive manufacturers;fertilizer producers;global crude benchmarks;jet fuel supply chains;petrochemical inputs;power utilities;refinery feedstocks;transport fuel costs,LNG infrastructure;airlines;chemicals;crude oil;energy producers;metals producers;natural gas;petrochemical producers;refiners;transportation companies;utilities,refining,Stock,direct_exposure,Core operations or products are directly tied to the refining node: Refiner exposed to crude supply and refined product margins,4;6,6,specific,Node maps to operating-company/direct exposures in a concentrated asset vocabulary.,mixed,"Supporting cases share related node context, but event mechanisms are only partially aligned.",specific,Mapped ticker has direct_exposure metadata for a specific node.,borderline,"Candidate has some ex-ante support, but at least one dimension is broad or mixed.",
eval_us_china_tariffs,eval_us_china_tariffs,trade_policy_and_tariffs,semiconductor_equipment,AMAT,Applied Materials Inc,sector_proxy,2,case_2019_huawei_entity_list;case_2023_japan_chip_equipment_export_controls,technology sanctions and trade restrictions;semiconductor equipment export control and customs licensing risk,ai_chips;customs;data_centers;eda_software;foundry;manufacturing_inputs;semiconductor_equipment,AI accelerator supply chains;Huawei supply chain;Japanese chipmaking tools;US chip suppliers;advanced foundry capacity;data center hardware procurement;mobile device software ecosystems;telecom carrier procurement plans,5G infrastructure;AI chip designers;consumer electronics;data center operators;electronics manufacturers;foundries;semiconductor equipment suppliers;semiconductor suppliers;software providers;telecom equipment vendors,semiconductor_equipment,Stock,direct_exposure,Core operations or products are directly tied to the semiconductor_equipment node: Semiconductor manufacturing equipment supplier,8;10,10,specific,Node maps to operating-company/direct exposures in a concentrated asset vocabulary.,mixed,"Supporting cases share related node context, but event mechanisms are only partially aligned.",specific,Mapped ticker has direct_exposure metadata for a specific node.,borderline,"Candidate has some ex-ante support, but at least one dimension is broad or mixed.",
