comparison,from_k,to_k,event_id,event_name,node,ticker,asset_name,asset_type,linkage_tier,supporting_case_ids,support_count,node_retrieved_supporting_case_ids,node_retrieved_support_count,retrieved_supporting_case_count,evidence_level,mapping_status
k3_to_k5,3,5,v3_20241203_iran_shadow_fleet_sanctions,U.S. sanctions Iranian shadow-fleet petroleum transport entities and vessels,logistics,JBHT,J B Hunt Transport Services Inc,Stock,direct_exposure,case_2019_cosco_shipping_sanctions_tanker_market;case_1987_1988_tanker_war_reflagging,2,case_2019_cosco_shipping_sanctions_tanker_market;case_1987_1988_tanker_war_reflagging,2,2,sector_proxy,mapped
k3_to_k5,3,5,v3_20241203_iran_shadow_fleet_sanctions,U.S. sanctions Iranian shadow-fleet petroleum transport entities and vessels,logistics,KNIN.SW,Kuehne + Nagel International AG,Stock,direct_exposure,case_2019_cosco_shipping_sanctions_tanker_market;case_1987_1988_tanker_war_reflagging,2,case_2019_cosco_shipping_sanctions_tanker_market;case_1987_1988_tanker_war_reflagging,2,2,sector_proxy,mapped
k3_to_k5,3,5,v3_20250110_us_russia_oil_sanctions,U.S. sanctions Russian oil producers and shadow-fleet vessels,customs,CHRW,C H Robinson Worldwide Inc,Stock,related_exposure,case_2014_crimea_financial_sanctions;case_2018_iran_swift_restrictions,2,case_2014_crimea_financial_sanctions;case_2018_iran_swift_restrictions,2,2,sector_proxy,mapped
k3_to_k5,3,5,v3_20250110_us_russia_oil_sanctions,U.S. sanctions Russian oil producers and shadow-fleet vessels,customs,DSGX,The Descartes Systems Group Inc,Stock,direct_exposure,case_2014_crimea_financial_sanctions;case_2018_iran_swift_restrictions,2,case_2014_crimea_financial_sanctions;case_2018_iran_swift_restrictions,2,2,sector_proxy,mapped
k3_to_k5,3,5,v3_20250110_us_russia_oil_sanctions,U.S. sanctions Russian oil producers and shadow-fleet vessels,trade_lanes,DHL.DE,DHL Group,Stock,related_exposure,case_2014_crimea_financial_sanctions;case_2018_iran_swift_restrictions,2,case_2014_crimea_financial_sanctions;case_2018_iran_swift_restrictions,2,2,sector_proxy,mapped
k3_to_k5,3,5,v3_20250110_us_russia_oil_sanctions,U.S. sanctions Russian oil producers and shadow-fleet vessels,trade_lanes,EXPD,Expeditors International of Washington Inc,Stock,related_exposure,case_2014_crimea_financial_sanctions;case_2018_iran_swift_restrictions,2,case_2014_crimea_financial_sanctions;case_2018_iran_swift_restrictions,2,2,sector_proxy,mapped
k3_to_k5,3,5,v3_20250224_eu_16th_russia_sanctions,EU adopts 16th Russia sanctions package targeting shadow fleet and military suppliers,customs,CHRW,C H Robinson Worldwide Inc,Stock,related_exposure,case_2014_crimea_financial_sanctions;case_2022_russia_swift_financial_sanctions,2,case_2014_crimea_financial_sanctions;case_2022_russia_swift_financial_sanctions,2,2,sector_proxy,mapped
k3_to_k5,3,5,v3_20250224_eu_16th_russia_sanctions,EU adopts 16th Russia sanctions package targeting shadow fleet and military suppliers,customs,DSGX,The Descartes Systems Group Inc,Stock,direct_exposure,case_2014_crimea_financial_sanctions;case_2022_russia_swift_financial_sanctions,2,case_2014_crimea_financial_sanctions;case_2022_russia_swift_financial_sanctions,2,2,sector_proxy,mapped
k3_to_k5,3,5,v3_20250224_eu_16th_russia_sanctions,EU adopts 16th Russia sanctions package targeting shadow fleet and military suppliers,trade_lanes,DHL.DE,DHL Group,Stock,related_exposure,case_2014_crimea_financial_sanctions;case_2022_russia_swift_financial_sanctions,2,case_2014_crimea_financial_sanctions;case_2022_russia_swift_financial_sanctions,2,2,sector_proxy,mapped
k3_to_k5,3,5,v3_20250224_eu_16th_russia_sanctions,EU adopts 16th Russia sanctions package targeting shadow fleet and military suppliers,trade_lanes,EXPD,Expeditors International of Washington Inc,Stock,related_exposure,case_2014_crimea_financial_sanctions;case_2022_russia_swift_financial_sanctions,2,case_2014_crimea_financial_sanctions;case_2022_russia_swift_financial_sanctions,2,2,sector_proxy,mapped
k3_to_k5,3,5,v3_20250225_copper_import_investigation,U.S. launches Section 232 investigation into copper import dependence,battery_materials,ALB,Albemarle Corporation,Stock,direct_exposure,case_2023_panama_cobre_mine_closure;case_2022_peru_mine_protests_copper_supply,2,case_2023_panama_cobre_mine_closure;case_2022_peru_mine_protests_copper_supply,2,2,sector_proxy,mapped
k3_to_k5,3,5,v3_20250225_copper_import_investigation,U.S. launches Section 232 investigation into copper import dependence,battery_materials,LIT,Global X Lithium & Battery Tech ETF,ETF,broad_proxy,case_2023_panama_cobre_mine_closure;case_2022_peru_mine_protests_copper_supply,2,case_2023_panama_cobre_mine_closure;case_2022_peru_mine_protests_copper_supply,2,2,sector_proxy,mapped
k3_to_k5,3,5,v3_20250225_copper_import_investigation,U.S. launches Section 232 investigation into copper import dependence,logistics,JBHT,J B Hunt Transport Services Inc,Stock,direct_exposure,case_2021_xinjiang_forced_labor_import_restrictions;case_2022_peru_mine_protests_copper_supply;case_2023_mexico_nearshoring_cross_border_policy_risk,3,case_2021_xinjiang_forced_labor_import_restrictions;case_2022_peru_mine_protests_copper_supply;case_2023_mexico_nearshoring_cross_border_policy_risk,3,3,sector_proxy,mapped
k3_to_k5,3,5,v3_20250225_copper_import_investigation,U.S. launches Section 232 investigation into copper import dependence,logistics,KNIN.SW,Kuehne + Nagel International AG,Stock,direct_exposure,case_2021_xinjiang_forced_labor_import_restrictions;case_2022_peru_mine_protests_copper_supply;case_2023_mexico_nearshoring_cross_border_policy_risk,3,case_2021_xinjiang_forced_labor_import_restrictions;case_2022_peru_mine_protests_copper_supply;case_2023_mexico_nearshoring_cross_border_policy_risk,3,3,sector_proxy,mapped
k3_to_k5,3,5,v3_20250225_copper_import_investigation,U.S. launches Section 232 investigation into copper import dependence,ports,0144.HK,China Merchants Port Holdings Company Limited,Stock,direct_exposure,case_2023_panama_cobre_mine_closure;case_2023_mexico_nearshoring_cross_border_policy_risk,2,case_2023_panama_cobre_mine_closure;case_2023_mexico_nearshoring_cross_border_policy_risk,2,2,sector_proxy,mapped
k3_to_k5,3,5,v3_20250225_copper_import_investigation,U.S. launches Section 232 investigation into copper import dependence,ports,1199.HK,COSCO SHIPPING Ports Limited,Stock,direct_exposure,case_2023_panama_cobre_mine_closure;case_2023_mexico_nearshoring_cross_border_policy_risk,2,case_2023_panama_cobre_mine_closure;case_2023_mexico_nearshoring_cross_border_policy_risk,2,2,sector_proxy,mapped
k3_to_k5,3,5,v3_20250404_china_rare_earth_export_controls,China imposes rare-earth export controls after U.S. tariff escalation,battery_materials,ALB,Albemarle Corporation,Stock,direct_exposure,case_2024_ev_tariff_escalation_china;case_2023_china_graphite_battery_export_controls,2,case_2024_ev_tariff_escalation_china;case_2023_china_graphite_battery_export_controls,2,2,sector_proxy,mapped
k3_to_k5,3,5,v3_20250404_china_rare_earth_export_controls,China imposes rare-earth export controls after U.S. tariff escalation,battery_materials,LIT,Global X Lithium & Battery Tech ETF,ETF,broad_proxy,case_2024_ev_tariff_escalation_china;case_2023_china_graphite_battery_export_controls,2,case_2024_ev_tariff_escalation_china;case_2023_china_graphite_battery_export_controls,2,2,sector_proxy,mapped
k3_to_k5,3,5,v3_20250404_china_rare_earth_export_controls,China imposes rare-earth export controls after U.S. tariff escalation,trade_lanes,DHL.DE,DHL Group,Stock,related_exposure,case_2010_china_japan_rare_earth_embargo;case_2024_ev_tariff_escalation_china,2,case_2010_china_japan_rare_earth_embargo;case_2024_ev_tariff_escalation_china,2,2,sector_proxy,mapped
k3_to_k5,3,5,v3_20250404_china_rare_earth_export_controls,China imposes rare-earth export controls after U.S. tariff escalation,trade_lanes,EXPD,Expeditors International of Washington Inc,Stock,related_exposure,case_2010_china_japan_rare_earth_embargo;case_2024_ev_tariff_escalation_china,2,case_2010_china_japan_rare_earth_embargo;case_2024_ev_tariff_escalation_china,2,2,sector_proxy,mapped
k5_to_k10,5,10,eval_black_sea_grain_export_disruption,eval_black_sea_grain_export_disruption,container_shipping,DAC,Danaos Corporation,Stock,direct_exposure,case_2023_red_sea_attacks;case_2021_suez_blockage,2,case_2023_red_sea_attacks;case_2021_suez_blockage;case_panama_canal_drought_shipping_capacity;case_2024_us_east_gulf_port_strike,4,4,historical_supported,mapped
k5_to_k10,5,10,eval_black_sea_grain_export_disruption,eval_black_sea_grain_export_disruption,container_shipping,MAERSK-B.CO,A P Moller Maersk Class B,Stock,direct_exposure,case_2023_red_sea_attacks;case_2021_suez_blockage,2,case_2023_red_sea_attacks;case_2021_suez_blockage;case_panama_canal_drought_shipping_capacity;case_2024_us_east_gulf_port_strike,4,4,historical_supported,mapped
k5_to_k10,5,10,eval_black_sea_grain_export_disruption,eval_black_sea_grain_export_disruption,energy,XLE,Energy Select Sector SPDR Fund,ETF,broad_proxy,case_2021_suez_blockage;case_2022_russia_fertilizer_export_restrictions,2,case_2021_suez_blockage;case_2022_russia_fertilizer_export_restrictions,2,2,sector_proxy,mapped
k5_to_k10,5,10,eval_black_sea_grain_export_disruption,eval_black_sea_grain_export_disruption,energy,XOM,Exxon Mobil Corporation,Stock,related_exposure,case_2021_suez_blockage;case_2022_russia_fertilizer_export_restrictions,2,case_2021_suez_blockage;case_2022_russia_fertilizer_export_restrictions,2,2,sector_proxy,mapped
k5_to_k10,5,10,eval_black_sea_grain_export_disruption,eval_black_sea_grain_export_disruption,lng_shipping,FLNG,FLEX LNG Ltd,Stock,direct_exposure,case_panama_canal_drought_shipping_capacity,1,case_2023_red_sea_attacks;case_panama_canal_drought_shipping_capacity,2,2,historical_supported,mapped
k5_to_k10,5,10,eval_black_sea_grain_export_disruption,eval_black_sea_grain_export_disruption,lng_shipping,LNG,Cheniere Energy Inc,Stock,related_exposure,case_panama_canal_drought_shipping_capacity,1,case_2023_red_sea_attacks;case_panama_canal_drought_shipping_capacity,2,2,historical_supported,mapped
k5_to_k10,5,10,eval_black_sea_grain_export_disruption,eval_black_sea_grain_export_disruption,ports,0144.HK,China Merchants Port Holdings Company Limited,Stock,direct_exposure,case_2023_red_sea_attacks;case_2021_suez_blockage,2,case_2021_suez_blockage;case_2024_us_east_gulf_port_strike,2,2,historical_supported,mapped
k5_to_k10,5,10,eval_black_sea_grain_export_disruption,eval_black_sea_grain_export_disruption,ports,1199.HK,COSCO SHIPPING Ports Limited,Stock,direct_exposure,case_2023_red_sea_attacks;case_2021_suez_blockage,2,case_2021_suez_blockage;case_2024_us_east_gulf_port_strike,2,2,historical_supported,mapped
k5_to_k10,5,10,eval_china_graphite_battery_controls,eval_china_graphite_battery_controls,defense,ITA,iShares U S Aerospace & Defense ETF,ETF,broad_proxy,case_rare_earth_export_restriction_risk;case_2010_china_japan_rare_earth_embargo,2,case_rare_earth_export_restriction_risk;case_2010_china_japan_rare_earth_embargo,2,2,sector_proxy,mapped
k5_to_k10,5,10,eval_china_graphite_battery_controls,eval_china_graphite_battery_controls,defense,LMT,Lockheed Martin Corporation,Stock,direct_exposure,case_rare_earth_export_restriction_risk;case_2010_china_japan_rare_earth_embargo,2,case_rare_earth_export_restriction_risk;case_2010_china_japan_rare_earth_embargo,2,2,sector_proxy,mapped
k5_to_k10,5,10,eval_china_graphite_battery_controls,eval_china_graphite_battery_controls,logistics,JBHT,J B Hunt Transport Services Inc,Stock,direct_exposure,case_2024_ev_tariff_escalation_china;case_2024_drc_cobalt_copper_mining_disruption;case_2022_peru_mine_protests_copper_supply,3,case_2024_ev_tariff_escalation_china;case_2024_drc_cobalt_copper_mining_disruption;case_2022_peru_mine_protests_copper_supply,3,3,sector_proxy,mapped
k5_to_k10,5,10,eval_china_graphite_battery_controls,eval_china_graphite_battery_controls,logistics,KNIN.SW,Kuehne + Nagel International AG,Stock,direct_exposure,case_2024_ev_tariff_escalation_china;case_2024_drc_cobalt_copper_mining_disruption;case_2022_peru_mine_protests_copper_supply,3,case_2024_ev_tariff_escalation_china;case_2024_drc_cobalt_copper_mining_disruption;case_2022_peru_mine_protests_copper_supply,3,3,sector_proxy,mapped
k5_to_k10,5,10,eval_cyber_port_pipeline_disruption,eval_cyber_port_pipeline_disruption,lng_shipping,FLNG,FLEX LNG Ltd,Stock,direct_exposure,case_2022_nord_stream_pipeline_sabotage,1,case_2022_nord_stream_pipeline_sabotage;case_2009_russia_ukraine_gas_transit_dispute;case_2023_red_sea_attacks,3,3,historical_supported,mapped
k5_to_k10,5,10,eval_cyber_port_pipeline_disruption,eval_cyber_port_pipeline_disruption,lng_shipping,LNG,Cheniere Energy Inc,Stock,related_exposure,case_2022_nord_stream_pipeline_sabotage,1,case_2022_nord_stream_pipeline_sabotage;case_2009_russia_ukraine_gas_transit_dispute;case_2023_red_sea_attacks,3,3,historical_supported,mapped
k5_to_k10,5,10,eval_cyber_port_pipeline_disruption,eval_cyber_port_pipeline_disruption,maritime_chokepoint,BOAT,SonicShares Global Shipping ETF,ETF,broad_proxy,case_2021_suez_blockage;case_2023_red_sea_attacks,2,case_2021_suez_blockage;case_2023_red_sea_attacks,2,2,historical_supported,mapped
k5_to_k10,5,10,eval_cyber_port_pipeline_disruption,eval_cyber_port_pipeline_disruption,maritime_chokepoint,MATX,Matson Inc,Stock,related_exposure,case_2021_suez_blockage;case_2023_red_sea_attacks,2,case_2021_suez_blockage;case_2023_red_sea_attacks,2,2,historical_supported,mapped
k5_to_k10,5,10,eval_cyber_port_pipeline_disruption,eval_cyber_port_pipeline_disruption,petrochemicals,DOW,Dow Inc,Stock,direct_exposure,case_2022_nord_stream_pipeline_sabotage;case_2009_russia_ukraine_gas_transit_dispute,2,case_2022_nord_stream_pipeline_sabotage;case_2009_russia_ukraine_gas_transit_dispute,2,2,sector_proxy,mapped
k5_to_k10,5,10,eval_cyber_port_pipeline_disruption,eval_cyber_port_pipeline_disruption,petrochemicals,LYB,LyondellBasell Industries NV,Stock,direct_exposure,case_2022_nord_stream_pipeline_sabotage;case_2009_russia_ukraine_gas_transit_dispute,2,case_2022_nord_stream_pipeline_sabotage;case_2009_russia_ukraine_gas_transit_dispute,2,2,sector_proxy,mapped
k5_to_k10,5,10,eval_cyber_port_pipeline_disruption,eval_cyber_port_pipeline_disruption,trade_lanes,DHL.DE,DHL Group,Stock,related_exposure,case_2023_dp_world_australia_cyber_port_disruption;case_2009_russia_ukraine_gas_transit_dispute,2,case_2023_dp_world_australia_cyber_port_disruption;case_2009_russia_ukraine_gas_transit_dispute,2,2,sector_proxy,mapped
k5_to_k10,5,10,eval_cyber_port_pipeline_disruption,eval_cyber_port_pipeline_disruption,trade_lanes,EXPD,Expeditors International of Washington Inc,Stock,related_exposure,case_2023_dp_world_australia_cyber_port_disruption;case_2009_russia_ukraine_gas_transit_dispute,2,case_2023_dp_world_australia_cyber_port_disruption;case_2009_russia_ukraine_gas_transit_dispute,2,2,sector_proxy,mapped
k5_to_k10,5,10,eval_defense_supply_chain_escalation,eval_defense_supply_chain_escalation,aviation,DAL,Delta Air Lines Inc,Stock,direct_exposure,case_2017_north_korea_missile_escalation;case_2019_india_pakistan_airspace_closure;case_2011_libya_civil_war_oil_disruption,3,case_2017_north_korea_missile_escalation;case_2019_india_pakistan_airspace_closure;case_2011_libya_civil_war_oil_disruption,3,3,sector_proxy,mapped
k5_to_k10,5,10,eval_defense_supply_chain_escalation,eval_defense_supply_chain_escalation,aviation,JETS,U S Global Jets ETF,ETF,broad_proxy,case_2017_north_korea_missile_escalation;case_2019_india_pakistan_airspace_closure;case_2011_libya_civil_war_oil_disruption,3,case_2017_north_korea_missile_escalation;case_2019_india_pakistan_airspace_closure;case_2011_libya_civil_war_oil_disruption,3,3,sector_proxy,mapped
k5_to_k10,5,10,eval_defense_supply_chain_escalation,eval_defense_supply_chain_escalation,energy,XLE,Energy Select Sector SPDR Fund,ETF,broad_proxy,case_2022_ukraine_electricity_grid_attacks;case_israel_iran_escalation_energy_risk;case_2011_libya_civil_war_oil_disruption,3,case_2022_ukraine_electricity_grid_attacks;case_israel_iran_escalation_energy_risk;case_2011_libya_civil_war_oil_disruption,3,3,sector_proxy,mapped
k5_to_k10,5,10,eval_defense_supply_chain_escalation,eval_defense_supply_chain_escalation,energy,XOM,Exxon Mobil Corporation,Stock,related_exposure,case_2022_ukraine_electricity_grid_attacks;case_israel_iran_escalation_energy_risk;case_2011_libya_civil_war_oil_disruption,3,case_2022_ukraine_electricity_grid_attacks;case_israel_iran_escalation_energy_risk;case_2011_libya_civil_war_oil_disruption,3,3,sector_proxy,mapped
k5_to_k10,5,10,eval_defense_supply_chain_escalation,eval_defense_supply_chain_escalation,freight_routes,FDX,FedEx Corporation,Stock,related_exposure,case_black_sea_grain_export_disruption;case_2019_india_pakistan_airspace_closure,2,case_black_sea_grain_export_disruption;case_2019_india_pakistan_airspace_closure,2,2,sector_proxy,mapped
k5_to_k10,5,10,eval_defense_supply_chain_escalation,eval_defense_supply_chain_escalation,freight_routes,UPS,United Parcel Service Inc,Stock,related_exposure,case_black_sea_grain_export_disruption;case_2019_india_pakistan_airspace_closure,2,case_black_sea_grain_export_disruption;case_2019_india_pakistan_airspace_closure,2,2,sector_proxy,mapped
k5_to_k10,5,10,eval_defense_supply_chain_escalation,eval_defense_supply_chain_escalation,maritime_chokepoint,BOAT,SonicShares Global Shipping ETF,ETF,broad_proxy,case_black_sea_grain_export_disruption;case_israel_iran_escalation_energy_risk,2,case_black_sea_grain_export_disruption;case_israel_iran_escalation_energy_risk,2,2,sector_proxy,mapped
k5_to_k10,5,10,eval_defense_supply_chain_escalation,eval_defense_supply_chain_escalation,maritime_chokepoint,MATX,Matson Inc,Stock,related_exposure,case_black_sea_grain_export_disruption;case_israel_iran_escalation_energy_risk,2,case_black_sea_grain_export_disruption;case_israel_iran_escalation_energy_risk,2,2,sector_proxy,mapped
k5_to_k10,5,10,eval_defense_supply_chain_escalation,eval_defense_supply_chain_escalation,oil_shipping,DHT,DHT Holdings Inc,Stock,direct_exposure,case_israel_iran_escalation_energy_risk,1,case_israel_iran_escalation_energy_risk;case_2011_libya_civil_war_oil_disruption,2,2,historical_supported,mapped
k5_to_k10,5,10,eval_defense_supply_chain_escalation,eval_defense_supply_chain_escalation,oil_shipping,FRO,Frontline plc,Stock,direct_exposure,case_israel_iran_escalation_energy_risk,1,case_israel_iran_escalation_energy_risk;case_2011_libya_civil_war_oil_disruption,2,2,historical_supported,mapped
k5_to_k10,5,10,eval_defense_supply_chain_escalation,eval_defense_supply_chain_escalation,refining,MPC,Marathon Petroleum Corporation,Stock,direct_exposure,case_israel_iran_escalation_energy_risk;case_2011_libya_civil_war_oil_disruption,2,case_israel_iran_escalation_energy_risk;case_2011_libya_civil_war_oil_disruption,2,2,historical_supported,mapped
k5_to_k10,5,10,eval_defense_supply_chain_escalation,eval_defense_supply_chain_escalation,refining,VLO,Valero Energy Corporation,Stock,direct_exposure,case_israel_iran_escalation_energy_risk;case_2011_libya_civil_war_oil_disruption,2,case_israel_iran_escalation_energy_risk;case_2011_libya_civil_war_oil_disruption,2,2,historical_supported,mapped
k5_to_k10,5,10,eval_dutch_asml_export_controls,eval_dutch_asml_export_controls,critical_minerals,PICK,iShares MSCI Global Metals & Mining Producers ETF,ETF,broad_proxy,case_2010_china_japan_rare_earth_embargo;case_2021_xinjiang_forced_labor_import_restrictions;case_china_gallium_germanium_graphite_controls,3,case_2010_china_japan_rare_earth_embargo;case_2021_xinjiang_forced_labor_import_restrictions;case_china_gallium_germanium_graphite_controls,3,3,sector_proxy,mapped
k5_to_k10,5,10,eval_dutch_asml_export_controls,eval_dutch_asml_export_controls,critical_minerals,REMX,VanEck Rare Earth and Strategic Metals ETF,ETF,broad_proxy,case_2010_china_japan_rare_earth_embargo;case_2021_xinjiang_forced_labor_import_restrictions;case_china_gallium_germanium_graphite_controls,3,case_2010_china_japan_rare_earth_embargo;case_2021_xinjiang_forced_labor_import_restrictions;case_china_gallium_germanium_graphite_controls,3,3,sector_proxy,mapped
k5_to_k10,5,10,eval_dutch_asml_export_controls,eval_dutch_asml_export_controls,defense,ITA,iShares U S Aerospace & Defense ETF,ETF,broad_proxy,case_2024_taiwan_strait_drills_semiconductor_supply;case_taiwan_strait_semiconductor_risk;case_2010_china_japan_rare_earth_embargo,3,case_2024_taiwan_strait_drills_semiconductor_supply;case_taiwan_strait_semiconductor_risk;case_2010_china_japan_rare_earth_embargo,3,3,sector_proxy,mapped
k5_to_k10,5,10,eval_dutch_asml_export_controls,eval_dutch_asml_export_controls,defense,LMT,Lockheed Martin Corporation,Stock,direct_exposure,case_2024_taiwan_strait_drills_semiconductor_supply;case_taiwan_strait_semiconductor_risk;case_2010_china_japan_rare_earth_embargo,3,case_2024_taiwan_strait_drills_semiconductor_supply;case_taiwan_strait_semiconductor_risk;case_2010_china_japan_rare_earth_embargo,3,3,sector_proxy,mapped
k5_to_k10,5,10,eval_dutch_asml_export_controls,eval_dutch_asml_export_controls,trade_lanes,DHL.DE,DHL Group,Stock,related_exposure,case_2010_china_japan_rare_earth_embargo;case_2021_xinjiang_forced_labor_import_restrictions,2,case_2010_china_japan_rare_earth_embargo;case_2021_xinjiang_forced_labor_import_restrictions,2,2,sector_proxy,mapped
k5_to_k10,5,10,eval_dutch_asml_export_controls,eval_dutch_asml_export_controls,trade_lanes,EXPD,Expeditors International of Washington Inc,Stock,related_exposure,case_2010_china_japan_rare_earth_embargo;case_2021_xinjiang_forced_labor_import_restrictions,2,case_2010_china_japan_rare_earth_embargo;case_2021_xinjiang_forced_labor_import_restrictions,2,2,sector_proxy,mapped
k5_to_k10,5,10,eval_food_export_grain_restriction,eval_food_export_grain_restriction,container_shipping,DAC,Danaos Corporation,Stock,direct_exposure,case_2023_red_sea_attacks;case_2021_suez_blockage,2,case_2023_red_sea_attacks;case_panama_canal_drought_shipping_capacity;case_2021_suez_blockage,3,3,historical_supported,mapped
k5_to_k10,5,10,eval_food_export_grain_restriction,eval_food_export_grain_restriction,container_shipping,MAERSK-B.CO,A P Moller Maersk Class B,Stock,direct_exposure,case_2023_red_sea_attacks;case_2021_suez_blockage,2,case_2023_red_sea_attacks;case_panama_canal_drought_shipping_capacity;case_2021_suez_blockage,3,3,historical_supported,mapped
k5_to_k10,5,10,eval_food_export_grain_restriction,eval_food_export_grain_restriction,energy,XLE,Energy Select Sector SPDR Fund,ETF,broad_proxy,case_2022_russia_fertilizer_export_restrictions;case_2014_crimea_financial_sanctions;case_2021_suez_blockage,3,case_2022_russia_fertilizer_export_restrictions;case_2014_crimea_financial_sanctions;case_2021_suez_blockage,3,3,sector_proxy,mapped
k5_to_k10,5,10,eval_food_export_grain_restriction,eval_food_export_grain_restriction,energy,XOM,Exxon Mobil Corporation,Stock,related_exposure,case_2022_russia_fertilizer_export_restrictions;case_2014_crimea_financial_sanctions;case_2021_suez_blockage,3,case_2022_russia_fertilizer_export_restrictions;case_2014_crimea_financial_sanctions;case_2021_suez_blockage,3,3,sector_proxy,mapped
k5_to_k10,5,10,eval_food_export_grain_restriction,eval_food_export_grain_restriction,lng_shipping,FLNG,FLEX LNG Ltd,Stock,direct_exposure,case_panama_canal_drought_shipping_capacity,1,case_2023_red_sea_attacks;case_panama_canal_drought_shipping_capacity,2,2,historical_supported,mapped
k5_to_k10,5,10,eval_food_export_grain_restriction,eval_food_export_grain_restriction,lng_shipping,LNG,Cheniere Energy Inc,Stock,related_exposure,case_panama_canal_drought_shipping_capacity,1,case_2023_red_sea_attacks;case_panama_canal_drought_shipping_capacity,2,2,historical_supported,mapped
k5_to_k10,5,10,eval_food_export_grain_restriction,eval_food_export_grain_restriction,marine_insurance,CB,Chubb Limited,Stock,related_exposure,case_2023_black_sea_shipping_insurance_restrictions;case_2023_red_sea_attacks,2,case_2023_black_sea_shipping_insurance_restrictions;case_2023_red_sea_attacks,2,2,sector_proxy,mapped
k5_to_k10,5,10,eval_food_export_grain_restriction,eval_food_export_grain_restriction,marine_insurance,TRV,The Travelers Companies Inc,Stock,related_exposure,case_2023_black_sea_shipping_insurance_restrictions;case_2023_red_sea_attacks,2,case_2023_black_sea_shipping_insurance_restrictions;case_2023_red_sea_attacks,2,2,sector_proxy,mapped
k5_to_k10,5,10,eval_huawei_entity_list,eval_huawei_entity_list,critical_minerals,PICK,iShares MSCI Global Metals & Mining Producers ETF,ETF,broad_proxy,case_2021_xinjiang_forced_labor_import_restrictions;case_2010_china_japan_rare_earth_embargo,2,case_2021_xinjiang_forced_labor_import_restrictions;case_2010_china_japan_rare_earth_embargo,2,2,sector_proxy,mapped
k5_to_k10,5,10,eval_huawei_entity_list,eval_huawei_entity_list,critical_minerals,REMX,VanEck Rare Earth and Strategic Metals ETF,ETF,broad_proxy,case_2021_xinjiang_forced_labor_import_restrictions;case_2010_china_japan_rare_earth_embargo,2,case_2021_xinjiang_forced_labor_import_restrictions;case_2010_china_japan_rare_earth_embargo,2,2,sector_proxy,mapped
k5_to_k10,5,10,eval_huawei_entity_list,eval_huawei_entity_list,defense,ITA,iShares U S Aerospace & Defense ETF,ETF,broad_proxy,case_2024_taiwan_strait_drills_semiconductor_supply;case_2010_china_japan_rare_earth_embargo;case_taiwan_strait_semiconductor_risk;case_2019_turkey_f35_s400_defense_restrictions,4,case_2024_taiwan_strait_drills_semiconductor_supply;case_2010_china_japan_rare_earth_embargo;case_taiwan_strait_semiconductor_risk;case_2019_turkey_f35_s400_defense_restrictions,4,4,sector_proxy,mapped
k5_to_k10,5,10,eval_huawei_entity_list,eval_huawei_entity_list,defense,LMT,Lockheed Martin Corporation,Stock,direct_exposure,case_2024_taiwan_strait_drills_semiconductor_supply;case_2010_china_japan_rare_earth_embargo;case_taiwan_strait_semiconductor_risk;case_2019_turkey_f35_s400_defense_restrictions,4,case_2024_taiwan_strait_drills_semiconductor_supply;case_2010_china_japan_rare_earth_embargo;case_taiwan_strait_semiconductor_risk;case_2019_turkey_f35_s400_defense_restrictions,4,4,sector_proxy,mapped
k5_to_k10,5,10,eval_huawei_entity_list,eval_huawei_entity_list,trade_lanes,DHL.DE,DHL Group,Stock,related_exposure,case_2021_xinjiang_forced_labor_import_restrictions;case_2010_china_japan_rare_earth_embargo;case_2019_turkey_f35_s400_defense_restrictions,3,case_2021_xinjiang_forced_labor_import_restrictions;case_2010_china_japan_rare_earth_embargo;case_2019_turkey_f35_s400_defense_restrictions,3,3,sector_proxy,mapped
k5_to_k10,5,10,eval_huawei_entity_list,eval_huawei_entity_list,trade_lanes,EXPD,Expeditors International of Washington Inc,Stock,related_exposure,case_2021_xinjiang_forced_labor_import_restrictions;case_2010_china_japan_rare_earth_embargo;case_2019_turkey_f35_s400_defense_restrictions,3,case_2021_xinjiang_forced_labor_import_restrictions;case_2010_china_japan_rare_earth_embargo;case_2019_turkey_f35_s400_defense_restrictions,3,3,sector_proxy,mapped
k5_to_k10,5,10,eval_middle_east_oil_infrastructure_attack,eval_middle_east_oil_infrastructure_attack,defense,ITA,iShares U S Aerospace & Defense ETF,ETF,broad_proxy,case_2022_abu_dhabi_oil_facility_attack;case_israel_iran_escalation_energy_risk;case_1987_1988_tanker_war_reflagging,3,case_2022_abu_dhabi_oil_facility_attack;case_israel_iran_escalation_energy_risk;case_1987_1988_tanker_war_reflagging,3,3,sector_proxy,mapped
k5_to_k10,5,10,eval_middle_east_oil_infrastructure_attack,eval_middle_east_oil_infrastructure_attack,defense,LMT,Lockheed Martin Corporation,Stock,direct_exposure,case_2022_abu_dhabi_oil_facility_attack;case_israel_iran_escalation_energy_risk;case_1987_1988_tanker_war_reflagging,3,case_2022_abu_dhabi_oil_facility_attack;case_israel_iran_escalation_energy_risk;case_1987_1988_tanker_war_reflagging,3,3,sector_proxy,mapped
k5_to_k10,5,10,eval_middle_east_oil_infrastructure_attack,eval_middle_east_oil_infrastructure_attack,lng_shipping,FLNG,FLEX LNG Ltd,Stock,direct_exposure,case_hormuz_tanker_tensions,1,case_israel_iran_escalation_energy_risk;case_hormuz_tanker_tensions,2,2,historical_supported,mapped
